2025-02-24 08:06:08 - Arquivo: clear.0004.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-24 08:07:44 - Arquivo: clear.0009.jpg | Prob: 0.2269 | Threshold: 0.6000
2025-02-24 08:13:03 - Arquivo: clear.0025.jpg | Prob: 0.0155 | Threshold: 0.6000
2025-02-24 08:14:59 - Arquivo: clear.0031.jpg | Prob: 0.0391 | Threshold: 0.6000
2025-02-24 08:15:16 - Arquivo: clear.0032.jpg | Prob: 0.3081 | Threshold: 0.6000
2025-02-24 08:15:34 - Arquivo: clear.0033.jpg | Prob: 0.0691 | Threshold: 0.6000
2025-02-24 08:21:05 - Arquivo: clear.0051.jpg | Prob: 0.0048 | Threshold: 0.6000
2025-02-24 08:24:52 - Arquivo: clear.0063.jpg | Prob: 0.1170 | Threshold: 0.6000
2025-02-24 08:27:19 - Arquivo: clear.0069.jpg | Prob: 0.0160 | Threshold: 0.6000
2025-02-24 08:30:30 - Arquivo: clear.0079.jpg | Prob: 0.1859 | Threshold: 0.6000
2025-02-24 08:33:13 - Arquivo: clear.0088.jpg | Prob: 0.1087 | Threshold: 0.6000
2025-02-24 08:37:20 - Arquivo: clear.0101.jpg | Prob: 0.3704 | Threshold: 0.6000
2025-02-24 08:38:57 - Arquivo: clear.0106.jpg | Prob: 0.1384 | Threshold: 0.6000
2025-02-24 08:48:59 - Arquivo: clear.0136.jpg | Prob: 0.0019 | Threshold: 0.6000
2025-02-24 08:49:52 - Arquivo: clear.0139.jpg | Prob: 0.0518 | Threshold: 0.6000
2025-02-24 08:57:21 - Arquivo: clear.0162.jpg | Prob: 0.0028 | Threshold: 0.6000
2025-02-24 09:02:52 - Arquivo: clear.0180.jpg | Prob: 0.1315 | Threshold: 0.6000
2025-02-24 09:05:25 - Arquivo: clear.0188.jpg | Prob: 0.0394 | Threshold: 0.6000
2025-02-24 09:05:42 - Arquivo: clear.0189.jpg | Prob: 0.0343 | Threshold: 0.6000
2025-02-24 09:32:37 - Arquivo: clear.0272.jpeg | Prob: 0.0330 | Threshold: 0.6000
2025-02-24 10:09:52 - Arquivo: clear.0376.jpeg | Prob: 0.0004 | Threshold: 0.6000
2025-02-24 10:10:09 - Arquivo: clear.0377.jpeg | Prob: 0.1293 | Threshold: 0.6000
2025-02-24 10:10:47 - Arquivo: clear.0379.jpeg | Prob: 0.0938 | Threshold: 0.6000
2025-02-24 10:23:49 - Arquivo: clear.0420.jpg | Prob: 0.2987 | Threshold: 0.6000
2025-02-24 10:26:19 - Arquivo: clear.0428.jpg | Prob: 0.0701 | Threshold: 0.6000
2025-02-24 10:28:23 - Arquivo: clear.0435.jpg | Prob: 0.0121 | Threshold: 0.6000
2025-02-24 10:28:40 - Arquivo: clear.0436.jpg | Prob: 0.0036 | Threshold: 0.6000
2025-02-24 10:35:07 - Arquivo: clear.0457.jpg | Prob: 0.1387 | Threshold: 0.6000
2025-02-24 10:45:21 - Arquivo: clear.0489.jpg | Prob: 0.0223 | Threshold: 0.6000
2025-02-24 10:47:33 - Arquivo: clear.0496.jpg | Prob: 0.2327 | Threshold: 0.6000
2025-02-24 10:51:57 - Arquivo: clear.0510.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-24 11:00:50 - Arquivo: clear.0538.jpg | Prob: 0.2742 | Threshold: 0.6000
2025-02-24 11:06:17 - Arquivo: clear.0556.jpg | Prob: 0.3038 | Threshold: 0.6000
2025-02-24 11:20:28 - Arquivo: clear.0603.jpg | Prob: 0.1399 | Threshold: 0.6000
2025-02-24 11:25:02 - Arquivo: clear.0617.jpg | Prob: 0.0012 | Threshold: 0.6000
2025-02-24 11:52:36 - Arquivo: clear.0706.jpg | Prob: 0.3471 | Threshold: 0.6000
2025-02-24 12:15:50 - Arquivo: clear.0780.jpg | Prob: 0.3511 | Threshold: 0.6000
2025-02-24 12:20:06 - Arquivo: clear.0794.jpg | Prob: 0.2018 | Threshold: 0.6000
2025-02-24 12:33:00 - Arquivo: clear.0834.jpg | Prob: 0.0285 | Threshold: 0.6000
2025-02-24 12:33:21 - Arquivo: clear.0835.jpg | Prob: 0.0206 | Threshold: 0.6000
2025-02-24 12:33:39 - Arquivo: clear.0836.jpg | Prob: 0.0124 | Threshold: 0.6000
2025-02-24 12:37:57 - Arquivo: clear.0848.jpg | Prob: 0.1613 | Threshold: 0.6000
2025-02-24 12:38:18 - Arquivo: clear.0849.jpg | Prob: 0.1446 | Threshold: 0.6000
2025-02-24 12:43:40 - Arquivo: clear.0867.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-24 12:46:49 - Arquivo: clear.0876.jpg | Prob: 0.0006 | Threshold: 0.6000
2025-02-24 12:53:31 - Arquivo: clear.0898.jpg | Prob: 0.2358 | Threshold: 0.6000
2025-02-24 13:03:54 - Arquivo: clear.0931.jpg | Prob: 0.0167 | Threshold: 0.6000
2025-02-24 13:04:12 - Arquivo: clear.0932.jpg | Prob: 0.1132 | Threshold: 0.6000
2025-02-24 13:05:54 - Arquivo: clear.0937.jpg | Prob: 0.1305 | Threshold: 0.6000
2025-02-24 13:08:52 - Arquivo: clear.0946.jpg | Prob: 0.0327 | Threshold: 0.6000
2025-02-24 13:10:08 - Arquivo: clear.0950.jpg | Prob: 0.0016 | Threshold: 0.6000
2025-02-24 13:10:26 - Arquivo: clear.0951.jpg | Prob: 0.0003 | Threshold: 0.6000
2025-02-24 13:10:45 - Arquivo: clear.0952.jpg | Prob: 0.3880 | Threshold: 0.6000
2025-02-24 13:19:56 - Arquivo: clear.0981.jpg | Prob: 0.3760 | Threshold: 0.6000
2025-02-24 13:22:52 - Arquivo: clear.0990.jpeg | Prob: 0.0488 | Threshold: 0.6000
2025-02-24 13:23:15 - Arquivo: clear.0991.jpeg | Prob: 0.0620 | Threshold: 0.6000
2025-02-24 13:24:33 - Arquivo: clear.0995.jpg | Prob: 0.1320 | Threshold: 0.6000
2025-02-24 13:28:26 - Arquivo: clear.1006.jpg | Prob: 0.0188 | Threshold: 0.6000
2025-02-24 13:31:20 - Arquivo: clear.1015.jpg | Prob: 0.3891 | Threshold: 0.6000
2025-02-24 13:32:15 - Arquivo: nonclear.0000.jpg | Prob: 0.0697 | Threshold: 0.6000
2025-02-24 13:32:34 - Arquivo: nonclear.0001.jpg | Prob: 0.0263 | Threshold: 0.6000
2025-02-24 13:32:54 - Arquivo: nonclear.0002.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-24 13:33:13 - Arquivo: nonclear.0003.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-24 13:33:31 - Arquivo: nonclear.0004.jpg | Prob: 0.3684 | Threshold: 0.6000
2025-02-24 13:33:48 - Arquivo: nonclear.0005.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-24 13:34:06 - Arquivo: nonclear.0006.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-24 13:34:23 - Arquivo: nonclear.0007.jpg | Prob: 0.0067 | Threshold: 0.6000
2025-02-24 13:34:40 - Arquivo: nonclear.0008.jpg | Prob: 0.0327 | Threshold: 0.6000
2025-02-24 13:35:03 - Arquivo: nonclear.0009.jpg | Prob: 0.0182 | Threshold: 0.6000
2025-02-24 13:35:24 - Arquivo: nonclear.0010.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-24 13:35:45 - Arquivo: nonclear.0011.jpg | Prob: 0.6198 | Threshold: 0.6000
2025-02-24 13:36:04 - Arquivo: nonclear.0012.jpg | Prob: 0.0174 | Threshold: 0.6000
2025-02-24 13:36:22 - Arquivo: nonclear.0013.jpg | Prob: 0.3017 | Threshold: 0.6000
2025-02-24 13:36:39 - Arquivo: nonclear.0014.jpg | Prob: 0.4145 | Threshold: 0.6000
2025-02-24 13:36:59 - Arquivo: nonclear.0015.jpg | Prob: 0.0007 | Threshold: 0.6000
2025-02-24 13:37:17 - Arquivo: nonclear.0016.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-24 13:37:38 - Arquivo: nonclear.0017.jpg | Prob: 0.9992 | Threshold: 0.6000
2025-02-24 13:37:54 - Arquivo: nonclear.0018.jpg | Prob: 0.0007 | Threshold: 0.6000
2025-02-24 13:38:13 - Arquivo: nonclear.0019.jpg | Prob: 0.0015 | Threshold: 0.6000
2025-02-24 13:38:49 - Arquivo: nonclear.0020.jpg | Prob: 0.9999 | Threshold: 0.6000
2025-02-24 13:39:08 - Arquivo: nonclear.0021.jpg | Prob: 0.1165 | Threshold: 0.6000
2025-02-24 13:39:27 - Arquivo: nonclear.0022.jpg | Prob: 0.2106 | Threshold: 0.6000
2025-02-24 13:39:47 - Arquivo: nonclear.0023.jpg | Prob: 0.0006 | Threshold: 0.6000
2025-02-24 13:40:07 - Arquivo: nonclear.0024.jpg | Prob: 0.0001 | Threshold: 0.6000
