filename,y_true,y_pred,y_pred_prob,Precision,Recall,F1-Score,TN,FP,FN,TP
clear.000.jpg,1,1,0.95889705,1.0,1.0,1.0,0,0,0,0
clear.001.jpg,1,1,0.9944957,1.0,1.0,1.0,0,0,0,0
clear.002.jpg,1,1,0.9840654,1.0,1.0,1.0,0,0,0,0
clear.003.jpg,1,1,0.98752385,1.0,1.0,1.0,0,0,0,0
clear.004.jpg,1,0,0.39850935,0.0,0.0,0.0,0,0,1,0
clear.005.jpg,1,1,0.9304345,1.0,1.0,1.0,0,0,0,0
clear.006.jpg,1,1,0.9679325,1.0,1.0,1.0,0,0,0,0
clear.007.jpg,1,1,0.9913185,1.0,1.0,1.0,0,0,0,0
clear.008.jpg,1,1,0.89380926,1.0,1.0,1.0,0,0,0,0
clear.009.jpg,1,1,0.99189115,1.0,1.0,1.0,0,0,0,0
clear.010.jpg,1,1,0.9973075,1.0,1.0,1.0,0,0,0,0
clear.011.jpg,1,1,0.99841225,1.0,1.0,1.0,0,0,0,0
clear.012.jpg,1,1,0.9981273,1.0,1.0,1.0,0,0,0,0
clear.013.jpg,1,1,0.9998793,1.0,1.0,1.0,0,0,0,0
clear.014.jpg,1,1,0.9765062,1.0,1.0,1.0,0,0,0,0
clear.015.jpg,1,1,0.9714901,1.0,1.0,1.0,0,0,0,0
clear.016.jpg,1,1,0.5083858,1.0,1.0,1.0,0,0,0,0
clear.017.jpg,1,1,0.9947904,1.0,1.0,1.0,0,0,0,0
clear.018.jpg,1,1,0.99807906,1.0,1.0,1.0,0,0,0,0
clear.019.jpg,1,1,0.8737011,1.0,1.0,1.0,0,0,0,0
clear.020.jpg,1,1,0.92235553,1.0,1.0,1.0,0,0,0,0
clear.021.jpg,1,1,0.89768517,1.0,1.0,1.0,0,0,0,0
clear.022.jpg,1,1,0.91527647,1.0,1.0,1.0,0,0,0,0
clear.023.jpg,1,1,0.9905478,1.0,1.0,1.0,0,0,0,0
clear.024.jpg,1,1,0.99852866,1.0,1.0,1.0,0,0,0,0
clear.025.jpg,1,1,0.9972887,1.0,1.0,1.0,0,0,0,0
clear.026.jpg,1,1,0.99831516,1.0,1.0,1.0,0,0,0,0
clear.027.jpg,1,1,0.994481,1.0,1.0,1.0,0,0,0,0
clear.028.jpg,1,1,0.98551834,1.0,1.0,1.0,0,0,0,0
clear.029.jpg,1,1,0.99717814,1.0,1.0,1.0,0,0,0,0
clear.030.jpg,1,1,0.93865174,1.0,1.0,1.0,0,0,0,0
clear.031.jpg,1,1,0.89241624,1.0,1.0,1.0,0,0,0,0
clear.032.jpg,1,1,0.5707942,1.0,1.0,1.0,0,0,0,0
clear.033.jpg,1,0,0.28825423,0.0,0.0,0.0,0,0,1,0
clear.034.jpg,1,1,0.9962103,1.0,1.0,1.0,0,0,0,0
clear.035.jpg,1,1,0.9970056,1.0,1.0,1.0,0,0,0,0
clear.036.jpg,1,1,0.9794143,1.0,1.0,1.0,0,0,0,0
clear.037.jpg,1,1,0.9976856,1.0,1.0,1.0,0,0,0,0
clear.038.jpg,1,1,0.99977815,1.0,1.0,1.0,0,0,0,0
clear.039.jpg,1,1,0.9919578,1.0,1.0,1.0,0,0,0,0
clear.040.jpg,1,1,0.99893016,1.0,1.0,1.0,0,0,0,0
clear.041.jpg,1,1,0.9938658,1.0,1.0,1.0,0,0,0,0
clear.042.jpg,1,1,0.9960052,1.0,1.0,1.0,0,0,0,0
clear.043.jpg,1,1,0.99835896,1.0,1.0,1.0,0,0,0,0
clear.044.jpg,1,1,0.99807674,1.0,1.0,1.0,0,0,0,0
clear.045.jpg,1,1,0.97642916,1.0,1.0,1.0,0,0,0,0
clear.046.jpg,1,1,0.9940431,1.0,1.0,1.0,0,0,0,0
clear.047.jpg,1,1,0.9950891,1.0,1.0,1.0,0,0,0,0
clear.048.jpg,1,1,0.9953615,1.0,1.0,1.0,0,0,0,0
clear.049.jpg,1,1,0.9989851,1.0,1.0,1.0,0,0,0,0
clear.050.jpg,1,1,0.93559986,1.0,1.0,1.0,0,0,0,0
clear.051.jpg,1,1,0.72052,1.0,1.0,1.0,0,0,0,0
clear.052.jpg,1,1,0.98755825,1.0,1.0,1.0,0,0,0,0
clear.053.jpg,1,1,0.98976374,1.0,1.0,1.0,0,0,0,0
clear.054.jpg,1,1,0.5397468,1.0,1.0,1.0,0,0,0,0
clear.055.jpg,1,1,0.9597719,1.0,1.0,1.0,0,0,0,0
clear.056.jpg,1,1,0.9002647,1.0,1.0,1.0,0,0,0,0
clear.057.jpg,1,1,0.9967485,1.0,1.0,1.0,0,0,0,0
clear.058.jpg,1,1,0.99979365,1.0,1.0,1.0,0,0,0,0
clear.059.jpg,1,1,0.9974658,1.0,1.0,1.0,0,0,0,0
clear.060.jpg,1,1,0.5638778,1.0,1.0,1.0,0,0,0,0
clear.061.jpg,1,0,0.0038806982,0.0,0.0,0.0,0,0,1,0
clear.062.jpg,1,1,0.9921765,1.0,1.0,1.0,0,0,0,0
clear.063.jpg,1,1,0.65738535,1.0,1.0,1.0,0,0,0,0
clear.064.jpg,1,1,0.9737987,1.0,1.0,1.0,0,0,0,0
clear.065.jpg,1,1,0.94419557,1.0,1.0,1.0,0,0,0,0
clear.066.jpg,1,1,0.97209424,1.0,1.0,1.0,0,0,0,0
clear.067.jpg,1,1,0.97795624,1.0,1.0,1.0,0,0,0,0
clear.068.jpg,1,1,0.99396235,1.0,1.0,1.0,0,0,0,0
clear.069.jpg,1,0,0.11158927,0.0,0.0,0.0,0,0,1,0
clear.070.jpg,1,1,0.9877746,1.0,1.0,1.0,0,0,0,0
clear.071.jpg,1,1,0.9850688,1.0,1.0,1.0,0,0,0,0
clear.072.jpg,1,1,0.99189997,1.0,1.0,1.0,0,0,0,0
