filename,y_true,y_pred,y_pred_prob,Precision,Recall,F1-Score,TN,FP,FN,TP
clear.0000.jpg,1,1,0.9947601,1.0,1.0,1.0,0,0,0,0
clear.0001.jpg,1,1,0.99999726,1.0,1.0,1.0,0,0,0,0
clear.0002.jpg,1,1,0.9990413,1.0,1.0,1.0,0,0,0,0
clear.0003.jpg,1,1,0.9999654,1.0,1.0,1.0,0,0,0,0
clear.0004.jpg,1,0,0.00021128777,0.0,0.0,0.0,0,0,1,0
clear.0005.jpg,1,1,1.0,1.0,1.0,1.0,0,0,0,0
clear.0006.jpg,1,1,0.99380654,1.0,1.0,1.0,0,0,0,0
clear.0007.jpg,1,1,0.9988226,1.0,1.0,1.0,0,0,0,0
clear.0008.jpg,1,1,0.9943279,1.0,1.0,1.0,0,0,0,0
clear.0009.jpg,1,1,0.8104107,1.0,1.0,1.0,0,0,0,0
clear.0010.jpg,1,1,0.98051566,1.0,1.0,1.0,0,0,0,0
clear.0011.jpg,1,1,0.9990377,1.0,1.0,1.0,0,0,0,0
clear.0012.jpg,1,1,0.9998869,1.0,1.0,1.0,0,0,0,0
clear.0013.jpg,1,1,0.9574518,1.0,1.0,1.0,0,0,0,0
clear.0014.jpg,1,1,0.9407538,1.0,1.0,1.0,0,0,0,0
clear.0015.jpg,1,1,0.90469193,1.0,1.0,1.0,0,0,0,0
clear.0016.jpg,1,1,0.9973672,1.0,1.0,1.0,0,0,0,0
clear.0017.jpg,1,1,0.9867787,1.0,1.0,1.0,0,0,0,0
clear.0018.jpg,1,1,0.99942976,1.0,1.0,1.0,0,0,0,0
clear.0019.jpg,1,0,0.42432538,0.0,0.0,0.0,0,0,1,0
clear.0020.jpg,1,1,0.99918056,1.0,1.0,1.0,0,0,0,0
clear.0021.jpg,1,1,0.98672134,1.0,1.0,1.0,0,0,0,0
clear.0022.jpg,1,1,0.9999648,1.0,1.0,1.0,0,0,0,0
clear.0023.jpg,1,1,0.99999994,1.0,1.0,1.0,0,0,0,0
clear.0024.jpg,1,1,0.9999572,1.0,1.0,1.0,0,0,0,0
clear.0025.jpg,1,1,0.9470228,1.0,1.0,1.0,0,0,0,0
clear.0026.jpg,1,1,0.9964339,1.0,1.0,1.0,0,0,0,0
clear.0027.jpg,1,1,0.97208554,1.0,1.0,1.0,0,0,0,0
clear.0028.jpg,1,1,0.99950796,1.0,1.0,1.0,0,0,0,0
clear.0029.jpg,1,1,1.0,1.0,1.0,1.0,0,0,0,0
clear.0030.jpg,1,1,0.99957126,1.0,1.0,1.0,0,0,0,0
clear.0031.jpg,1,1,0.9994612,1.0,1.0,1.0,0,0,0,0
clear.0032.jpg,1,1,0.99956936,1.0,1.0,1.0,0,0,0,0
clear.0033.jpg,1,0,0.0028591093,0.0,0.0,0.0,0,0,1,0
clear.0034.jpg,1,1,0.9995791,1.0,1.0,1.0,0,0,0,0
clear.0035.jpg,1,1,0.9990889,1.0,1.0,1.0,0,0,0,0
clear.0036.jpg,1,1,0.99999875,1.0,1.0,1.0,0,0,0,0
clear.0037.jpg,1,1,1.0,1.0,1.0,1.0,0,0,0,0
clear.0038.jpg,1,1,0.9999996,1.0,1.0,1.0,0,0,0,0
clear.0039.jpg,1,1,1.0,1.0,1.0,1.0,0,0,0,0
clear.0040.jpg,1,1,1.0,1.0,1.0,1.0,0,0,0,0
clear.0041.jpg,1,1,1.0,1.0,1.0,1.0,0,0,0,0
clear.0042.jpg,1,1,1.0,1.0,1.0,1.0,0,0,0,0
clear.0043.jpg,1,1,0.99499434,1.0,1.0,1.0,0,0,0,0
clear.0044.jpg,1,1,1.0,1.0,1.0,1.0,0,0,0,0
clear.0045.jpg,1,1,0.99977976,1.0,1.0,1.0,0,0,0,0
