Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Val_Loss,Val_Accuracy,Val_F1,Val_AUC,Val_Precision,Val_Recall,Val_Specificity,TN,FP,FN,TP
0.7953,0.9688,0.6526,0.9737,0.7799,0.9637,2,1,0.7837784290313721,0.7953216433525085,,,,,,74,2,33,62
0.924,0.8942,0.9789,0.8553,0.9347,0.9691,2,2,0.5869281888008118,0.9239766001701355,,,,,,65,11,2,93
0.9298,0.9278,0.9474,0.9079,0.9375,0.9781,2,3,0.5191656351089478,0.9298245906829834,,,,,,69,7,5,90
0.924,0.9271,0.9368,0.9079,0.9319,0.9796,2,4,0.48334574699401855,0.9239766001701355,,,,,,69,7,6,89
0.9357,0.9286,0.9579,0.9079,0.943,0.9769,2,5,0.4686172306537628,0.9356725215911865,,,,,,69,7,4,91
0.8947,0.8532,0.9789,0.7895,0.9118,0.9742,2,6,0.5497075319290161,0.8947368264198303,,,,,,60,16,2,93
0.9298,0.9192,0.9579,0.8947,0.9381,0.9787,2,7,0.43290698528289795,0.9298245906829834,,,,,,68,8,4,91
0.8889,0.975,0.8211,0.9737,0.8914,0.9837,2,8,0.49067214131355286,0.8888888955116272,,,,,,74,2,17,78
0.924,0.9659,0.8947,0.9605,0.929,0.9831,2,9,0.4150311350822449,0.9239766001701355,,,,,,73,3,10,85
0.924,0.902,0.9684,0.8684,0.934,0.9825,2,10,0.39166995882987976,0.9239766001701355,,,,,,66,10,3,92
0.8947,0.9873,0.8211,0.9868,0.8966,0.9832,2,11,0.45629361271858215,0.8947368264198303,,,,,,75,1,17,78
0.9357,0.9468,0.9368,0.9342,0.9418,0.9816,2,12,0.3625485599040985,0.9356725215911865,,,,,,71,5,6,89
0.924,0.91,0.9579,0.8816,0.9333,0.9803,2,13,0.3664896488189697,0.9239766001701355,,,,,,67,9,4,91
0.9181,0.8932,0.9684,0.8553,0.9293,0.982,2,14,0.36997246742248535,0.9181286692619324,,,,,,65,11,3,92
0.9181,0.9175,0.9368,0.8947,0.9271,0.9816,2,15,0.35649725794792175,0.9181286692619324,,,,,,68,8,6,89
0.924,0.9184,0.9474,0.8947,0.9326,0.9828,2,16,0.34192147850990295,0.9239766001701355,,,,,,68,8,5,90
0.924,0.9184,0.9474,0.8947,0.9326,0.981,2,17,0.3428190350532532,0.9239766001701355,,,,,,68,8,5,90
0.9298,0.9278,0.9474,0.9079,0.9375,0.9821,2,18,0.3218698799610138,0.9298245906829834,,,,,,69,7,5,90
0.9181,0.9091,0.9474,0.8816,0.9278,0.9801,2,19,0.33709436655044556,0.9181286692619324,,,,,,67,9,5,90
0.9181,0.901,0.9579,0.8684,0.9286,0.9802,2,20,0.34718912839889526,0.9181286692619324,,,,,,66,10,4,91
0.9298,0.9278,0.9474,0.9079,0.9375,0.9809,2,21,0.32375872135162354,0.9298245906829834,,,,,,69,7,5,90
0.9181,0.9091,0.9474,0.8816,0.9278,0.9812,2,22,0.31640151143074036,0.9181286692619324,,,,,,67,9,5,90
0.9357,0.9565,0.9263,0.9474,0.9412,0.9819,2,23,0.32092586159706116,0.9356725215911865,,,,,,72,4,7,88
0.9181,0.901,0.9579,0.8684,0.9286,0.9819,2,24,0.3211751878261566,0.9181286692619324,,,,,,66,10,4,91
0.9123,0.8922,0.9579,0.8553,0.9239,0.9819,2,25,0.3233311176300049,0.9122806787490845,,,,,,65,11,4,91
0.9181,0.901,0.9579,0.8684,0.9286,0.9785,2,26,0.3240617513656616,0.9181286692619324,,,,,,66,10,4,91
0.9123,0.9,0.9474,0.8684,0.9231,0.9765,2,27,0.34860914945602417,0.9122806787490845,,,,,,66,10,5,90
