Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Val_Loss,Val_Accuracy,Val_F1,Val_AUC,Val_Precision,Val_Recall,Val_Specificity,TN,FP,FN,TP
0.8889,0.8585,0.9579,0.8026,0.9055,0.9283,7,1,0.7189930081367493,0.8888888955116272,,,,,,61,15,4,91
0.8596,0.7983,1.0,0.6842,0.8879,0.9493,7,2,0.7545425891876221,0.859649121761322,,,,,,52,24,0,95
0.9006,0.8482,1.0,0.7763,0.9179,0.9584,7,3,0.6397977471351624,0.9005848169326782,,,,,,59,17,0,95
0.9006,0.8482,1.0,0.7763,0.9179,0.953,7,4,0.6221411824226379,0.9005848169326782,,,,,,59,17,0,95
0.9006,0.8482,1.0,0.7763,0.9179,0.9637,7,5,0.5912941098213196,0.9005848169326782,,,,,,59,17,0,95
0.7836,0.7197,1.0,0.5132,0.837,0.951,7,6,1.1668699979782104,0.7836257219314575,,,,,,39,37,0,95
0.8947,0.8532,0.9789,0.7895,0.9118,0.9575,7,7,0.5701366662979126,0.8947368264198303,,,,,,60,16,2,93
0.8947,0.8407,1.0,0.7632,0.9135,0.9687,7,8,0.5680069327354431,0.8947368264198303,,,,,,58,18,0,95
0.8889,0.8393,0.9895,0.7632,0.9082,0.9651,7,9,0.5468457937240601,0.8888888955116272,,,,,,58,18,1,94
0.8947,0.8532,0.9789,0.7895,0.9118,0.9626,7,10,0.5778797268867493,0.8947368264198303,,,,,,60,16,2,93
0.8947,0.8468,0.9895,0.7763,0.9126,0.9634,7,11,0.5479451417922974,0.8947368264198303,,,,,,59,17,1,94
0.8889,0.8393,0.9895,0.7632,0.9082,0.9615,7,12,0.564908504486084,0.8888888955116272,,,,,,58,18,1,94
0.9064,0.8624,0.9895,0.8026,0.9216,0.9679,7,13,0.4871160387992859,0.9064327478408813,,,,,,61,15,1,94
0.8947,0.8407,1.0,0.7632,0.9135,0.9632,7,14,0.6180588603019714,0.8947368264198303,,,,,,58,18,0,95
0.9006,0.8482,1.0,0.7763,0.9179,0.9639,7,15,0.5317397713661194,0.9005848169326782,,,,,,59,17,0,95
0.9006,0.8545,0.9895,0.7895,0.9171,0.9643,7,16,0.5585558414459229,0.9005848169326782,,,,,,60,16,1,94
0.9064,0.8559,1.0,0.7895,0.9223,0.9677,7,17,0.518198549747467,0.9064327478408813,,,,,,60,16,0,95
0.9006,0.8482,1.0,0.7763,0.9179,0.962,7,18,0.5404894351959229,0.9005848169326782,,,,,,59,17,0,95
