Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Val_Loss,Val_Accuracy,Val_F1,Val_AUC,Val_Precision,Val_Recall,Val_Specificity,TN,FP,FN,TP
0.9006,0.8824,0.9474,0.8421,0.9137,0.9672,1,1,0.6734102368354797,0.9005848169326782,,,,,,64,12,5,90
0.9181,0.9175,0.9368,0.8947,0.9271,0.9774,1,2,0.5804288387298584,0.9181286692619324,,,,,,68,8,6,89
0.9123,0.8922,0.9579,0.8553,0.9239,0.9812,1,3,0.5325790047645569,0.9122806787490845,,,,,,65,11,4,91
0.8772,0.8246,0.9895,0.7368,0.8995,0.9806,1,4,0.5758536458015442,0.8771929740905762,,,,,,56,20,1,94
0.9006,0.8824,0.9474,0.8421,0.9137,0.9771,1,5,0.48101475834846497,0.9005848169326782,,,,,,64,12,5,90
0.8947,0.8667,0.9579,0.8158,0.91,0.9756,1,6,0.48315107822418213,0.8947368264198303,,,,,,62,14,4,91
0.9006,0.8824,0.9474,0.8421,0.9137,0.9744,1,7,0.45082908868789673,0.9005848169326782,,,,,,64,12,5,90
0.8889,0.8519,0.9684,0.7895,0.9064,0.9762,1,8,0.4864360988140106,0.8888888955116272,,,,,,60,16,3,92
0.9064,0.899,0.9368,0.8684,0.9175,0.9726,1,9,0.42461323738098145,0.9064327478408813,,,,,,66,10,6,89
0.9123,0.8922,0.9579,0.8553,0.9239,0.9755,1,10,0.4144499599933624,0.9122806787490845,,,,,,65,11,4,91
0.9064,0.8762,0.9684,0.8289,0.92,0.9706,1,11,0.4276195466518402,0.9064327478408813,,,,,,63,13,3,92
0.9006,0.8679,0.9684,0.8158,0.9154,0.9691,1,12,0.4336201250553131,0.9005848169326782,,,,,,62,14,3,92
0.8713,0.8288,0.9684,0.75,0.8932,0.9652,1,13,0.5271307229995728,0.871345043182373,,,,,,57,19,3,92
0.924,0.9271,0.9368,0.9079,0.9319,0.9702,1,14,0.3920499086380005,0.9239766001701355,,,,,,69,7,6,89
0.9123,0.9167,0.9263,0.8947,0.9215,0.9722,1,15,0.3791271150112152,0.9122806787490845,,,,,,68,8,7,88
0.9123,0.9082,0.9368,0.8816,0.9223,0.9701,1,16,0.3955014646053314,0.9122806787490845,,,,,,67,9,6,89
0.848,0.8,0.9684,0.6974,0.8762,0.9639,1,17,0.6130394339561462,0.847953200340271,,,,,,53,23,3,92
0.924,0.9362,0.9263,0.9211,0.9312,0.9708,1,18,0.3734652101993561,0.9239766001701355,,,,,,70,6,7,88
0.9064,0.899,0.9368,0.8684,0.9175,0.9651,1,19,0.40354517102241516,0.9064327478408813,,,,,,66,10,6,89
0.8889,0.8585,0.9579,0.8026,0.9055,0.9662,1,20,0.41231024265289307,0.8888888955116272,,,,,,61,15,4,91
0.9123,0.9082,0.9368,0.8816,0.9223,0.9705,1,21,0.36420878767967224,0.9122806787490845,,,,,,67,9,6,89
0.9123,0.9082,0.9368,0.8816,0.9223,0.9691,1,22,0.3770805895328522,0.9122806787490845,,,,,,67,9,6,89
0.9181,0.9263,0.9263,0.9079,0.9263,0.9698,1,23,0.3581487238407135,0.9181286692619324,,,,,,69,7,7,88
0.9181,0.9355,0.9158,0.9211,0.9255,0.9666,1,24,0.3823510706424713,0.9181286692619324,,,,,,70,6,8,87
0.924,0.9271,0.9368,0.9079,0.9319,0.9662,1,25,0.3903435468673706,0.9239766001701355,,,,,,69,7,6,89
0.9123,0.9167,0.9263,0.8947,0.9215,0.9643,1,26,0.3851364850997925,0.9122806787490845,,,,,,68,8,7,88
0.9123,0.9255,0.9158,0.9079,0.9206,0.9658,1,27,0.3779353201389313,0.9122806787490845,,,,,,69,7,8,87
0.9181,0.9263,0.9263,0.9079,0.9263,0.9676,1,28,0.3507457673549652,0.9181286692619324,,,,,,69,7,7,88
0.9006,0.898,0.9263,0.8684,0.9119,0.9644,1,29,0.3924758732318878,0.9005848169326782,,,,,,66,10,7,88
0.9181,0.9091,0.9474,0.8816,0.9278,0.965,1,30,0.38102999329566956,0.9181286692619324,,,,,,67,9,5,90
0.924,0.9184,0.9474,0.8947,0.9326,0.9684,1,31,0.3745340406894684,0.9239766001701355,,,,,,68,8,5,90
0.924,0.9271,0.9368,0.9079,0.9319,0.9697,1,32,0.33380645513534546,0.9239766001701355,,,,,,69,7,6,89
0.9064,0.9072,0.9263,0.8816,0.9167,0.9634,1,33,0.4002840220928192,0.9064327478408813,,,,,,67,9,7,88
0.9123,0.9082,0.9368,0.8816,0.9223,0.964,1,34,0.37558645009994507,0.9122806787490845,,,,,,67,9,6,89
0.8304,0.7705,0.9895,0.6316,0.8664,0.9549,1,35,0.9246541261672974,0.8304093480110168,,,,,,48,28,1,94
