Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Val_Loss,Val_Accuracy,Val_F1,Val_AUC,Val_Precision,Val_Recall,Val_Specificity,TN,FP,FN,TP
0.9298,0.9029,0.9789,0.8684,0.9394,0.9712,0,1,0.6426161527633667,0.9298245906829834,,,,,,66,10,2,93
0.9298,0.8952,0.9895,0.8553,0.94,0.9802,0,2,0.5734118819236755,0.9298245906829834,,,,,,65,11,1,94
0.924,0.8796,1.0,0.8289,0.936,0.9809,0,3,0.5582795739173889,0.9239766001701355,,,,,,63,13,0,95
0.9415,0.9293,0.9684,0.9079,0.9485,0.9837,0,4,0.4701261818408966,0.9415204524993896,,,,,,69,7,3,92
0.9298,0.9278,0.9474,0.9079,0.9375,0.9861,0,5,0.4233398139476776,0.9298245906829834,,,,,,69,7,5,90
0.9532,0.9307,0.9895,0.9079,0.9592,0.9827,0,6,0.4254869222640991,0.9532163739204407,,,,,,69,7,1,94
0.8889,0.8333,1.0,0.75,0.9091,0.9839,0,7,0.557714581489563,0.8888888955116272,,,,,,57,19,0,95
0.9415,0.9126,0.9895,0.8816,0.9495,0.9827,0,8,0.4082912802696228,0.9415204524993896,,,,,,67,9,1,94
0.8713,0.812,1.0,0.7105,0.8962,0.9855,0,9,0.5557120442390442,0.871345043182373,,,,,,54,22,0,95
0.9532,0.9394,0.9789,0.9211,0.9588,0.9866,0,10,0.34395596385002136,0.9532163739204407,,,,,,70,6,2,93
0.883,0.8261,1.0,0.7368,0.9048,0.986,0,11,0.5436604619026184,0.8830409646034241,,,,,,56,20,0,95
0.9474,0.9216,0.9895,0.8947,0.9543,0.9838,0,12,0.34515315294265747,0.9473684430122375,,,,,,68,8,1,94
0.8655,0.8051,1.0,0.6974,0.892,0.9825,0,13,0.6636230945587158,0.8654970526695251,,,,,,53,23,0,95
0.9415,0.9126,0.9895,0.8816,0.9495,0.9857,0,14,0.3418923020362854,0.9415204524993896,,,,,,67,9,1,94
0.9357,0.9038,0.9895,0.8684,0.9447,0.9827,0,15,0.36594128608703613,0.9356725215911865,,,,,,66,10,1,94
0.924,0.8796,1.0,0.8289,0.936,0.9848,0,16,0.40421736240386963,0.9239766001701355,,,,,,63,13,0,95
0.9532,0.9307,0.9895,0.9079,0.9592,0.9864,0,17,0.31565311551094055,0.9532163739204407,,,,,,69,7,1,94
0.9532,0.9307,0.9895,0.9079,0.9592,0.9856,0,18,0.293093204498291,0.9532163739204407,,,,,,69,7,1,94
0.9181,0.8716,1.0,0.8158,0.9314,0.9864,0,19,0.4440481662750244,0.9181286692619324,,,,,,62,14,0,95
0.9591,0.94,0.9895,0.9211,0.9641,0.99,0,20,0.2602052688598633,0.9590643048286438,,,,,,70,6,1,94
0.9474,0.9216,0.9895,0.8947,0.9543,0.9882,0,21,0.2930279076099396,0.9473684430122375,,,,,,68,8,1,94
0.9415,0.9126,0.9895,0.8816,0.9495,0.9843,0,22,0.32161998748779297,0.9415204524993896,,,,,,67,9,1,94
0.9591,0.94,0.9895,0.9211,0.9641,0.9861,0,23,0.2557280659675598,0.9590643048286438,,,,,,70,6,1,94
0.9357,0.9038,0.9895,0.8684,0.9447,0.9843,0,24,0.3593113422393799,0.9356725215911865,,,,,,66,10,1,94
0.7368,0.6786,1.0,0.4079,0.8085,0.9801,0,25,1.3181800842285156,0.7368420958518982,,,,,,31,45,0,95
0.9474,0.9216,0.9895,0.8947,0.9543,0.9866,0,26,0.2746523320674896,0.9473684430122375,,,,,,68,8,1,94
0.9298,0.9663,0.9053,0.9605,0.9348,0.9875,0,27,0.2617206871509552,0.9298245906829834,,,,,,73,3,9,86
0.9415,0.9126,0.9895,0.8816,0.9495,0.9861,0,28,0.28638148307800293,0.9415204524993896,,,,,,67,9,1,94
