Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Val_Loss,Val_Accuracy,Val_F1,Val_AUC,Val_Precision,Val_Recall,Val_Specificity,TN,FP,FN,TP
0.8538,0.8571,0.8842,0.8158,0.8705,0.9393,3,1,0.70204758644104,0.8538011908531189,,,,,,62,14,11,84
0.883,0.8713,0.9263,0.8289,0.898,0.956,3,2,0.6226584911346436,0.8830409646034241,,,,,,63,13,7,88
0.9064,0.8692,0.9789,0.8158,0.9208,0.9708,3,3,0.5525525808334351,0.9064327478408813,,,,,,62,14,2,93
0.8889,0.8393,0.9895,0.7632,0.9082,0.972,3,4,0.5542958974838257,0.8888888955116272,,,,,,58,18,1,94
0.8129,0.748,1.0,0.5789,0.8559,0.9645,3,5,0.8818811178207397,0.8128654956817627,,,,,,44,32,0,95
0.9123,0.8846,0.9684,0.8421,0.9246,0.9693,3,6,0.4693165421485901,0.9122806787490845,,,,,,64,12,3,92
0.8947,0.9753,0.8316,0.9737,0.8977,0.9744,3,7,0.4877476394176483,0.8947368264198303,,,,,,74,2,16,79
0.9064,0.8835,0.9579,0.8421,0.9192,0.9749,3,8,0.4182843267917633,0.9064327478408813,,,,,,64,12,4,91
0.9064,0.8762,0.9684,0.8289,0.92,0.973,3,9,0.42501702904701233,0.9064327478408813,,,,,,63,13,3,92
0.7427,0.6835,1.0,0.4211,0.812,0.9623,3,10,1.1469136476516724,0.7426900863647461,,,,,,32,44,0,95
0.9006,0.8482,1.0,0.7763,0.9179,0.9723,3,11,0.49166032671928406,0.9005848169326782,,,,,,59,17,0,95
0.9181,0.9451,0.9053,0.9342,0.9247,0.9778,3,12,0.3649623394012451,0.9181286692619324,,,,,,71,5,9,86
0.8889,0.8455,0.9789,0.7763,0.9073,0.9751,3,13,0.43848976492881775,0.8888888955116272,,,,,,59,17,2,93
0.9181,0.8932,0.9684,0.8553,0.9293,0.9762,3,14,0.37075021862983704,0.9181286692619324,,,,,,65,11,3,92
0.8713,0.812,1.0,0.7105,0.8962,0.9737,3,15,0.6199163198471069,0.871345043182373,,,,,,54,22,0,95
0.9123,0.9167,0.9263,0.8947,0.9215,0.9749,3,16,0.3567460775375366,0.9122806787490845,,,,,,68,8,7,88
0.8596,0.9863,0.7579,0.9868,0.8571,0.977,3,17,0.5280883312225342,0.859649121761322,,,,,,75,1,23,72
0.8889,0.8519,0.9684,0.7895,0.9064,0.9717,3,18,0.4443494975566864,0.8888888955116272,,,,,,60,16,3,92
0.9006,0.8611,0.9789,0.8026,0.9163,0.9726,3,19,0.42717215418815613,0.9005848169326782,,,,,,61,15,2,93
0.848,0.7851,1.0,0.6579,0.8796,0.9614,3,20,0.8550779819488525,0.847953200340271,,,,,,50,26,0,95
0.924,0.91,0.9579,0.8816,0.9333,0.9753,3,21,0.33419618010520935,0.9239766001701355,,,,,,67,9,4,91
0.9006,0.8679,0.9684,0.8158,0.9154,0.9755,3,22,0.34749776124954224,0.9005848169326782,,,,,,62,14,3,92
0.9006,0.8679,0.9684,0.8158,0.9154,0.9792,3,23,0.32153499126434326,0.9005848169326782,,,,,,62,14,3,92
0.924,0.9184,0.9474,0.8947,0.9326,0.9733,3,24,0.3243630528450012,0.9239766001701355,,,,,,68,8,5,90
0.9123,0.8846,0.9684,0.8421,0.9246,0.9747,3,25,0.36075788736343384,0.9122806787490845,,,,,,64,12,3,92
0.9064,0.8692,0.9789,0.8158,0.9208,0.9749,3,26,0.36712244153022766,0.9064327478408813,,,,,,62,14,2,93
0.9006,0.8545,0.9895,0.7895,0.9171,0.9745,3,27,0.38563257455825806,0.9005848169326782,,,,,,60,16,1,94
0.9064,0.8692,0.9789,0.8158,0.9208,0.9777,3,28,0.3200749456882477,0.9064327478408813,,,,,,62,14,2,93
0.9006,0.8611,0.9789,0.8026,0.9163,0.9749,3,29,0.3530634343624115,0.9005848169326782,,,,,,61,15,2,93
0.9006,0.8679,0.9684,0.8158,0.9154,0.9796,3,30,0.3125734031200409,0.9005848169326782,,,,,,62,14,3,92
0.924,0.9362,0.9263,0.9211,0.9312,0.977,3,31,0.2987830340862274,0.9239766001701355,,,,,,70,6,7,88
0.8889,0.8455,0.9789,0.7763,0.9073,0.9722,3,32,0.4054342210292816,0.8888888955116272,,,,,,59,17,2,93
0.8947,0.8468,0.9895,0.7763,0.9126,0.9726,3,33,0.41795143485069275,0.8947368264198303,,,,,,59,17,1,94
0.8889,0.8393,0.9895,0.7632,0.9082,0.9737,3,34,0.4588901102542877,0.8888888955116272,,,,,,58,18,1,94
0.9006,0.875,0.9579,0.8289,0.9146,0.9731,3,35,0.3443751037120819,0.9005848169326782,,,,,,63,13,4,91
