Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.5484,1.0,0.125,1.0,0.2222,0.9042,5,1,0.5484,0.5483871102333069,2.291952133178711,0.8181142210960388,0.2222,,0.9042,,1.0,,0.125,,1.0,,15,0,14,2
0.9032,0.8824,0.9375,0.8667,0.9091,0.9833,5,2,0.9032,0.9032257795333862,0.4041624665260315,0.26689669489860535,0.9091,,0.9833,,0.8824,,0.9375,,0.8667,,13,2,1,15
0.8387,1.0,0.6875,1.0,0.8148,0.975,5,3,0.8387,0.8387096524238586,0.4116509258747101,0.3588380515575409,0.8148,,0.975,,1.0,,0.6875,,1.0,,15,0,5,11
0.9032,0.8421,1.0,0.8,0.9143,0.9958,5,4,0.9032,0.9032257795333862,0.20979592204093933,0.19725047051906586,0.9143,,0.9958,,0.8421,,1.0,,0.8,,12,3,0,16
0.6774,1.0,0.375,1.0,0.5455,0.9875,5,5,0.6774,0.6774193644523621,0.17837461829185486,0.47905832529067993,0.5455,,0.9875,,1.0,,0.375,,1.0,,15,0,10,6
1.0,1.0,1.0,1.0,1.0,1.0,5,6,1.0,1.0,0.30770567059516907,0.19446685910224915,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,5,7,1.0,1.0,0.07602891325950623,0.1469992697238922,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
0.9355,1.0,0.875,1.0,0.9333,1.0,5,8,0.9355,0.9354838728904724,0.038139618933200836,0.14264807105064392,0.9333,,1.0,,1.0,,0.875,,1.0,,15,0,2,14
1.0,1.0,1.0,1.0,1.0,1.0,5,9,1.0,1.0,0.02576618455350399,0.09288617223501205,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
0.5806,1.0,0.1875,1.0,0.3158,0.9917,5,10,0.5806,0.5806451439857483,0.2953590154647827,1.1003798246383667,0.3158,,0.9917,,1.0,,0.1875,,1.0,,15,0,13,3
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,11,0.9677,0.9677419066429138,0.181141197681427,0.15394087135791779,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,12,0.9677,0.9677419066429138,0.028716152533888817,0.13548842072486877,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,13,0.9677,0.9677419066429138,0.016347037628293037,0.12122650444507599,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,14,0.9677,0.9677419066429138,0.008990267291665077,0.11089538782835007,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,15,0.9677,0.9677419066429138,0.006061117630451918,0.1074773371219635,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,16,0.9677,0.9677419066429138,0.004050181247293949,0.10484923422336578,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,17,0.9677,0.9677419066429138,0.0029138694517314434,0.09665665030479431,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,18,0.9677,0.9677419066429138,0.0022469277027994394,0.10980907827615738,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,19,0.9677,0.9677419066429138,0.0015193860745057464,0.08609373867511749,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,20,0.9677,0.9677419066429138,0.0012073341058567166,0.08383604139089584,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,21,0.9677,0.9677419066429138,0.0009155833977274597,0.08703481405973434,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,22,0.9677,0.9677419066429138,0.0007592358160763979,0.08183671534061432,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,23,0.9677,0.9677419066429138,0.0006222663214430213,0.0841163918375969,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,24,0.9677,0.9677419066429138,0.0005184610490687191,0.07970015704631805,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,25,0.9677,0.9677419066429138,0.00041027102270163596,0.07556723058223724,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,26,0.9677,0.9677419066429138,0.0003371758502908051,0.07801617681980133,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,27,0.9677,0.9677419066429138,0.00029009420541115105,0.0810934379696846,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,28,0.9677,0.9677419066429138,0.00024217426835093647,0.07468792051076889,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,29,0.9677,0.9677419066429138,0.00021810326143167913,0.07722536474466324,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,30,0.9677,0.9677419066429138,0.00019179262744728476,0.0749889463186264,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,31,0.9677,0.9677419066429138,0.00016921530186664313,0.07299664616584778,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,32,0.9677,0.9677419066429138,0.00016408965166192502,0.08069412410259247,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,33,0.9677,0.9677419066429138,0.00013055061572231352,0.06831704080104828,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,5,34,0.9677,0.9677419066429138,0.00012972179683856666,0.06735546886920929,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
