Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.5484,1.0,0.125,1.0,0.2222,0.9,6,1,0.5484,0.5483871102333069,1.8798093795776367,0.9676556587219238,0.2222,,0.9,,1.0,,0.125,,1.0,,15,0,14,2
0.8387,0.9231,0.75,0.9333,0.8276,0.9333,6,2,0.8387,0.8387096524238586,0.5440135598182678,0.39719098806381226,0.8276,,0.9333,,0.9231,,0.75,,0.9333,,14,1,4,12
0.9032,0.8824,0.9375,0.8667,0.9091,0.95,6,3,0.9032,0.9032257795333862,0.21678844094276428,0.3092680871486664,0.9091,,0.95,,0.8824,,0.9375,,0.8667,,13,2,1,15
0.5484,1.0,0.125,1.0,0.2222,0.9375,6,4,0.5484,0.5483871102333069,0.17558181285858154,1.4758169651031494,0.2222,,0.9375,,1.0,,0.125,,1.0,,15,0,14,2
0.871,0.9286,0.8125,0.9333,0.8667,0.9417,6,5,0.871,0.8709677457809448,0.6203996539115906,0.3331896662712097,0.8667,,0.9417,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9542,6,6,0.871,0.8709677457809448,0.09367888420820236,0.30885183811187744,0.8667,,0.9542,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,7,0.871,0.8709677457809448,0.05510684475302696,0.26666152477264404,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.9032,1.0,0.8125,1.0,0.8966,0.9583,6,8,0.9032,0.9032257795333862,0.031152550131082535,0.3455410599708557,0.8966,,0.9583,,1.0,,0.8125,,1.0,,15,0,3,13
0.5806,0.5517,1.0,0.1333,0.7111,0.9458,6,9,0.5806,0.5806451439857483,0.1568785309791565,1.347949743270874,0.7111,,0.9458,,0.5517,,1.0,,0.1333,,2,13,0,16
0.8387,0.9231,0.75,0.9333,0.8276,0.9667,6,10,0.8387,0.8387096524238586,0.3123050630092621,0.267046719789505,0.8276,,0.9667,,0.9231,,0.75,,0.9333,,14,1,4,12
0.871,0.9286,0.8125,0.9333,0.8667,0.9667,6,11,0.871,0.8709677457809448,0.031728390604257584,0.2644810974597931,0.8667,,0.9667,,0.9286,,0.8125,,0.9333,,14,1,3,13
