Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.5161,1.0,0.0625,1.0,0.1176,0.9667,4,1,0.5161,0.5161290168762207,1.8091002702713013,0.7124630808830261,0.1176,,0.9667,,1.0,,0.0625,,1.0,,15,0,15,1
0.7097,0.64,1.0,0.4,0.7805,0.9792,4,2,0.7097,0.7096773982048035,0.493362158536911,0.48121505975723267,0.7805,,0.9792,,0.64,,1.0,,0.4,,6,9,0,16
0.7097,1.0,0.4375,1.0,0.6087,1.0,4,3,0.7097,0.7096773982048035,0.3505735397338867,0.4557974338531494,0.6087,,1.0,,1.0,,0.4375,,1.0,,15,0,9,7
1.0,1.0,1.0,1.0,1.0,1.0,4,4,1.0,1.0,0.3259231448173523,0.23298029601573944,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
0.7097,1.0,0.4375,1.0,0.6087,1.0,4,5,0.7097,0.7096773982048035,0.15454427897930145,0.4753910005092621,0.6087,,1.0,,1.0,,0.4375,,1.0,,15,0,9,7
0.9032,1.0,0.8125,1.0,0.8966,1.0,4,6,0.9032,0.9032257795333862,0.13121458888053894,0.17521636188030243,0.8966,,1.0,,1.0,,0.8125,,1.0,,15,0,3,13
0.8065,1.0,0.625,1.0,0.7692,1.0,4,7,0.8065,0.8064516186714172,0.10486826300621033,0.36760562658309937,0.7692,,1.0,,1.0,,0.625,,1.0,,15,0,6,10
0.9355,1.0,0.875,1.0,0.9333,1.0,4,8,0.9355,0.9354838728904724,0.041159819811582565,0.1522224247455597,0.9333,,1.0,,1.0,,0.875,,1.0,,15,0,2,14
0.9677,1.0,0.9375,1.0,0.9677,0.9958,4,9,0.9677,0.9677419066429138,0.03075888566672802,0.12068726867437363,0.9677,,0.9958,,1.0,,0.9375,,1.0,,15,0,1,15
0.9355,1.0,0.875,1.0,0.9333,0.9958,4,10,0.9355,0.9354838728904724,0.011234595440328121,0.12749972939491272,0.9333,,0.9958,,1.0,,0.875,,1.0,,15,0,2,14
0.9677,1.0,0.9375,1.0,0.9677,0.9958,4,11,0.9677,0.9677419066429138,0.005739445332437754,0.10690037161111832,0.9677,,0.9958,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,0.9958,4,12,0.9677,0.9677419066429138,0.004062118474394083,0.10641196370124817,0.9677,,0.9958,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,0.9958,4,13,0.9677,0.9677419066429138,0.0023830293212085962,0.10381373018026352,0.9677,,0.9958,,1.0,,0.9375,,1.0,,15,0,1,15
0.9355,1.0,0.875,1.0,0.9333,0.9958,4,14,0.9355,0.9354838728904724,0.0017376563046127558,0.11250760406255722,0.9333,,0.9958,,1.0,,0.875,,1.0,,15,0,2,14
