Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.8065,0.9167,0.6875,0.9333,0.7857,0.9375,1,1,0.8065,0.8064516186714172,1.813202142715454,0.38872814178466797,0.7857,,0.9375,,0.9167,,0.6875,,0.9333,,14,1,5,11
0.8387,0.9231,0.75,0.9333,0.8276,0.9542,1,2,0.8387,0.8387096524238586,0.9345086216926575,0.3629368543624878,0.8276,,0.9542,,0.9231,,0.75,,0.9333,,14,1,4,12
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,1,3,0.871,0.8709677457809448,0.1967664659023285,0.3206136226654053,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.8387,0.9231,0.75,0.9333,0.8276,0.9708,1,4,0.8387,0.8387096524238586,0.11605729907751083,0.2910977303981781,0.8276,,0.9708,,0.9231,,0.75,,0.9333,,14,1,4,12
0.9355,0.8889,1.0,0.8667,0.9412,0.9583,1,5,0.9355,0.9354838728904724,0.3882479965686798,0.30707111954689026,0.9412,,0.9583,,0.8889,,1.0,,0.8667,,13,2,0,16
0.9032,0.9333,0.875,0.9333,0.9032,0.9667,1,6,0.9032,0.9032257795333862,0.10315179824829102,0.26834335923194885,0.9032,,0.9667,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9667,1,7,0.9032,0.9032257795333862,0.04961773380637169,0.2624136805534363,0.9032,,0.9667,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9667,1,8,0.9032,0.9032257795333862,0.029713833704590797,0.26090410351753235,0.9032,,0.9667,,0.9333,,0.875,,0.9333,,14,1,2,14
0.8387,0.9231,0.75,0.9333,0.8276,0.9667,1,9,0.8387,0.8387096524238586,0.023208558559417725,0.2886170744895935,0.8276,,0.9667,,0.9231,,0.75,,0.9333,,14,1,4,12
0.9032,0.9333,0.875,0.9333,0.9032,0.9667,1,10,0.9032,0.9032257795333862,0.013120478019118309,0.26949799060821533,0.9032,,0.9667,,0.9333,,0.875,,0.9333,,14,1,2,14
