Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.7419,0.8333,0.625,0.8667,0.7143,0.9458,9,1,0.7419,0.7419354915618896,1.8678058385849,0.4173106551170349,0.7143,,0.9458,,0.8333,,0.625,,0.8667,,13,2,6,10
0.9032,0.8421,1.0,0.8,0.9143,0.9625,9,2,0.9032,0.9032257795333862,0.3808748126029968,0.31835585832595825,0.9143,,0.9625,,0.8421,,1.0,,0.8,,12,3,0,16
0.9355,1.0,0.875,1.0,0.9333,0.9958,9,3,0.9355,0.9354838728904724,0.20478075742721558,0.21267400681972504,0.9333,,0.9958,,1.0,,0.875,,1.0,,15,0,2,14
0.871,1.0,0.75,1.0,0.8571,1.0,9,4,0.871,0.8709677457809448,0.5932976603507996,0.3164078891277313,0.8571,,1.0,,1.0,,0.75,,1.0,,15,0,4,12
0.871,1.0,0.75,1.0,0.8571,1.0,9,5,0.871,0.8709677457809448,0.13277336955070496,0.25122934579849243,0.8571,,1.0,,1.0,,0.75,,1.0,,15,0,4,12
0.9355,1.0,0.875,1.0,0.9333,1.0,9,6,0.9355,0.9354838728904724,0.08408856391906738,0.16098164021968842,0.9333,,1.0,,1.0,,0.875,,1.0,,15,0,2,14
0.8387,1.0,0.6875,1.0,0.8148,1.0,9,7,0.8387,0.8387096524238586,0.04414425790309906,0.2885423004627228,0.8148,,1.0,,1.0,,0.6875,,1.0,,15,0,5,11
1.0,1.0,1.0,1.0,1.0,1.0,9,8,1.0,1.0,0.31096190214157104,0.14809013903141022,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
0.9677,1.0,0.9375,1.0,0.9677,1.0,9,9,0.9677,0.9677419066429138,0.043750811368227005,0.12398383021354675,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9355,1.0,0.875,1.0,0.9333,1.0,9,10,0.9355,0.9354838728904724,0.01891375705599785,0.10946681350469589,0.9333,,1.0,,1.0,,0.875,,1.0,,15,0,2,14
0.9355,1.0,0.875,1.0,0.9333,1.0,9,11,0.9355,0.9354838728904724,0.010433634743094444,0.09320136904716492,0.9333,,1.0,,1.0,,0.875,,1.0,,15,0,2,14
0.9355,1.0,0.875,1.0,0.9333,1.0,9,12,0.9355,0.9354838728904724,0.006431272253394127,0.08555974811315536,0.9333,,1.0,,1.0,,0.875,,1.0,,15,0,2,14
1.0,1.0,1.0,1.0,1.0,1.0,9,13,1.0,1.0,0.0040813712403178215,0.07685693353414536,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
0.9677,1.0,0.9375,1.0,0.9677,1.0,9,14,0.9677,0.9677419066429138,0.0028114120941609144,0.07530239969491959,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,9,15,0.9677,0.9677419066429138,0.002226270269602537,0.07350363582372665,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
1.0,1.0,1.0,1.0,1.0,1.0,9,16,1.0,1.0,0.0015195151790976524,0.0629105418920517,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,17,1.0,1.0,0.0011153595987707376,0.05792904645204544,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,18,1.0,1.0,0.0009402008727192879,0.05585362762212753,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,19,1.0,1.0,0.000690715154632926,0.05501529574394226,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,20,1.0,1.0,0.0005674787680618465,0.052994322031736374,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,21,1.0,1.0,0.0004443922371137887,0.052159812301397324,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
0.9677,1.0,0.9375,1.0,0.9677,1.0,9,22,0.9677,0.9677419066429138,0.0004243123985361308,0.05160630866885185,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
0.9677,1.0,0.9375,1.0,0.9677,1.0,9,23,0.9677,0.9677419066429138,0.0003213855961803347,0.050624359399080276,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
1.0,1.0,1.0,1.0,1.0,1.0,9,24,1.0,1.0,0.0002750369312707335,0.04890614002943039,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,25,1.0,1.0,0.00025868701050058007,0.04650529474020004,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
0.9677,1.0,0.9375,1.0,0.9677,1.0,9,26,0.9677,0.9677419066429138,0.00021660805214196444,0.04865488037467003,0.9677,,1.0,,1.0,,0.9375,,1.0,,15,0,1,15
1.0,1.0,1.0,1.0,1.0,1.0,9,27,1.0,1.0,0.00019473845895845443,0.04468391463160515,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,28,1.0,1.0,0.00016618867812212557,0.04481017217040062,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,29,1.0,1.0,0.00015120043826755136,0.04279249534010887,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,30,1.0,1.0,0.00011515836376929656,0.04142145812511444,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,31,1.0,1.0,0.00012065617920598015,0.04267793148756027,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,32,1.0,1.0,0.00010199929965892807,0.04182371497154236,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,33,1.0,1.0,8.932741184253246e-05,0.04144733399152756,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,34,1.0,1.0,8.593785605626181e-05,0.04121271148324013,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,35,1.0,1.0,8.281732880277559e-05,0.040316928178071976,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,36,1.0,1.0,7.850233669159934e-05,0.040765173733234406,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,37,1.0,1.0,7.608771556988358e-05,0.03825494274497032,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,38,1.0,1.0,6.348147871904075e-05,0.038792382925748825,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,39,1.0,1.0,5.904854697291739e-05,0.03785470128059387,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,40,1.0,1.0,5.70822594454512e-05,0.03633999451994896,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,41,1.0,1.0,5.2655690524261445e-05,0.03697511926293373,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,42,1.0,1.0,4.87461184093263e-05,0.03798128664493561,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,43,1.0,1.0,5.402724491432309e-05,0.037598855793476105,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,44,1.0,1.0,4.836351945414208e-05,0.03757210448384285,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,45,1.0,1.0,4.783818803844042e-05,0.037989456206560135,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
1.0,1.0,1.0,1.0,1.0,1.0,9,46,1.0,1.0,4.45539626525715e-05,0.03724869713187218,1.0,,1.0,,1.0,,1.0,,1.0,,15,0,0,16
