Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.9355,0.8889,1.0,0.8667,0.9412,0.9708,3,1,0.9355,0.9354838728904724,2.303504228591919,0.43685171008110046,0.9412,,0.9708,,0.8889,,1.0,,0.8667,,13,2,0,16
0.9032,0.8421,1.0,0.8,0.9143,0.9625,3,2,0.9032,0.9032257795333862,0.3345150351524353,0.3072470426559448,0.9143,,0.9625,,0.8421,,1.0,,0.8,,12,3,0,16
0.5161,1.0,0.0625,1.0,0.1176,0.9667,3,3,0.5161,0.5161290168762207,0.2056189626455307,2.156683921813965,0.1176,,0.9667,,1.0,,0.0625,,1.0,,15,0,15,1
0.871,0.8333,0.9375,0.8,0.8824,0.9625,3,4,0.871,0.8709677457809448,0.5208138227462769,0.2542615234851837,0.8824,,0.9625,,0.8333,,0.9375,,0.8,,12,3,1,15
0.8387,1.0,0.6875,1.0,0.8148,0.975,3,5,0.8387,0.8387096524238586,0.10168948024511337,0.27622273564338684,0.8148,,0.975,,1.0,,0.6875,,1.0,,15,0,5,11
0.8065,0.9167,0.6875,0.9333,0.7857,0.9625,3,6,0.8065,0.8064516186714172,0.4753085672855377,0.293167382478714,0.7857,,0.9625,,0.9167,,0.6875,,0.9333,,14,1,5,11
0.871,0.875,0.875,0.8667,0.875,0.9625,3,7,0.871,0.8709677457809448,0.0763278380036354,0.22613084316253662,0.875,,0.9625,,0.875,,0.875,,0.8667,,13,2,2,14
0.9032,0.8824,0.9375,0.8667,0.9091,0.9667,3,8,0.9032,0.9032257795333862,0.034875985234975815,0.20823276042938232,0.9091,,0.9667,,0.8824,,0.9375,,0.8667,,13,2,1,15
0.9032,0.8824,0.9375,0.8667,0.9091,0.9625,3,9,0.9032,0.9032257795333862,0.019707193598151207,0.20222869515419006,0.9091,,0.9625,,0.8824,,0.9375,,0.8667,,13,2,1,15
0.9355,0.8889,1.0,0.8667,0.9412,0.9625,3,10,0.9355,0.9354838728904724,0.012009749189019203,0.21247020363807678,0.9412,,0.9625,,0.8889,,1.0,,0.8667,,13,2,0,16
