Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.8387,0.9231,0.75,0.9333,0.8276,0.9583,8,1,0.8387,0.8387096524238586,1.9255397319793701,0.4720294773578644,0.8276,,0.9583,,0.9231,,0.75,,0.9333,,14,1,4,12
0.6452,1.0,0.3125,1.0,0.4762,0.9875,8,2,0.6452,0.6451612710952759,0.38901758193969727,0.6204509735107422,0.4762,,0.9875,,1.0,,0.3125,,1.0,,15,0,11,5
0.871,0.9286,0.8125,0.9333,0.8667,0.9833,8,3,0.871,0.8709677457809448,0.5398905277252197,0.2746078372001648,0.8667,,0.9833,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.6452,1.0,0.3125,1.0,0.4762,0.9833,8,4,0.6452,0.6451612710952759,0.2690742015838623,0.7373962998390198,0.4762,,0.9833,,1.0,,0.3125,,1.0,,15,0,11,5
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,5,0.9355,0.9354838728904724,0.27388522028923035,0.20617930591106415,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.871,0.9286,0.8125,0.9333,0.8667,0.9833,8,6,0.871,0.8709677457809448,0.18712610006332397,0.23725838959217072,0.8667,,0.9833,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,7,0.9355,0.9354838728904724,0.077609583735466,0.18341189622879028,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.7742,1.0,0.5625,1.0,0.72,0.9917,8,8,0.7742,0.774193525314331,0.13386297225952148,0.3718205392360687,0.72,,0.9917,,1.0,,0.5625,,1.0,,15,0,7,9
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,9,0.9355,0.9354838728904724,0.10951627790927887,0.1585901975631714,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,10,0.9355,0.9354838728904724,0.020623624324798584,0.15116088092327118,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,11,0.9355,0.9354838728904724,0.011499977670609951,0.16010268032550812,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,12,0.9355,0.9354838728904724,0.00632772222161293,0.1691892296075821,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,13,0.9355,0.9354838728904724,0.00443780142813921,0.17959797382354736,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,14,0.9355,0.9354838728904724,0.002871631644666195,0.19301335513591766,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,15,0.9355,0.9354838728904724,0.0021356248762458563,0.20137295126914978,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,16,0.9355,0.9354838728904724,0.0015398303512483835,0.212855726480484,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,17,0.9355,0.9354838728904724,0.0012258271453902125,0.2211581915616989,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,18,0.9355,0.9354838728904724,0.0008204995538108051,0.23006819188594818,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,19,0.9355,0.9354838728904724,0.0007018193718977273,0.23670949041843414,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,20,0.9355,0.9354838728904724,0.000646492000669241,0.24449940025806427,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,21,0.9355,0.9354838728904724,0.00045601651072502136,0.24805152416229248,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,22,0.9355,0.9354838728904724,0.00042271739221177995,0.2505726218223572,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,23,0.9355,0.9354838728904724,0.0003759383980650455,0.2533853352069855,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,24,0.9355,0.9354838728904724,0.0003484673798084259,0.2551576793193817,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,25,0.9355,0.9354838728904724,0.00035111603210680187,0.2600581645965576,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,26,0.9355,0.9354838728904724,0.0002597095153760165,0.2631731331348419,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,27,0.9355,0.9354838728904724,0.00027033837977796793,0.26512497663497925,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,28,0.9355,0.9354838728904724,0.00022568475105799735,0.2676301598548889,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,29,0.9355,0.9354838728904724,0.00021528950310312212,0.27022916078567505,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,30,0.9355,0.9354838728904724,0.0002133211528416723,0.2721637487411499,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,31,0.9355,0.9354838728904724,0.00017517805099487305,0.27333760261535645,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,32,0.9355,0.9354838728904724,0.00015730781888123602,0.2742254436016083,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,33,0.9355,0.9354838728904724,0.00016697842511348426,0.27595892548561096,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,34,0.9355,0.9354838728904724,0.00015867386537138373,0.2767126262187958,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
