Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.5484,0.5333,1.0,0.0667,0.6957,0.7833,7,1,0.5484,0.5483871102333069,2.078439950942993,0.7728467583656311,0.6957,,0.7833,,0.5333,,1.0,,0.0667,,1,14,0,16
0.5484,1.0,0.125,1.0,0.2222,0.9125,7,2,0.5484,0.5483871102333069,0.48606014251708984,0.6866809725761414,0.2222,,0.9125,,1.0,,0.125,,1.0,,15,0,14,2
0.8387,0.8235,0.875,0.8,0.8485,0.9375,7,3,0.8387,0.8387096524238586,0.38874712586402893,0.33469900488853455,0.8485,,0.9375,,0.8235,,0.875,,0.8,,12,3,2,14
0.8065,0.9167,0.6875,0.9333,0.7857,0.9625,7,4,0.8065,0.8064516186714172,0.37786632776260376,0.3588138222694397,0.7857,,0.9625,,0.9167,,0.6875,,0.9333,,14,1,5,11
0.9355,0.8889,1.0,0.8667,0.9412,0.9792,7,5,0.9355,0.9354838728904724,0.17042076587677002,0.23623789846897125,0.9412,,0.9792,,0.8889,,1.0,,0.8667,,13,2,0,16
0.7419,1.0,0.5,1.0,0.6667,0.9875,7,6,0.7419,0.7419354915618896,0.12912248075008392,0.3756236433982849,0.6667,,0.9875,,1.0,,0.5,,1.0,,15,0,8,8
0.9355,0.8889,1.0,0.8667,0.9412,1.0,7,7,0.9355,0.9354838728904724,0.23226918280124664,0.20226185023784637,0.9412,,1.0,,0.8889,,1.0,,0.8667,,13,2,0,16
0.9355,0.8889,1.0,0.8667,0.9412,1.0,7,8,0.9355,0.9354838728904724,0.07577302306890488,0.14908072352409363,0.9412,,1.0,,0.8889,,1.0,,0.8667,,13,2,0,16
0.9355,0.8889,1.0,0.8667,0.9412,0.9958,7,9,0.9355,0.9354838728904724,0.030468851327896118,0.1348215788602829,0.9412,,0.9958,,0.8889,,1.0,,0.8667,,13,2,0,16
0.9355,0.8889,1.0,0.8667,0.9412,0.9958,7,10,0.9355,0.9354838728904724,0.015642456710338593,0.13637442886829376,0.9412,,0.9958,,0.8889,,1.0,,0.8667,,13,2,0,16
0.9355,0.8889,1.0,0.8667,0.9412,0.9958,7,11,0.9355,0.9354838728904724,0.009103301912546158,0.12971870601177216,0.9412,,0.9958,,0.8889,,1.0,,0.8667,,13,2,0,16
0.9355,0.8889,1.0,0.8667,0.9412,0.9958,7,12,0.9355,0.9354838728904724,0.006118181627243757,0.1322712004184723,0.9412,,0.9958,,0.8889,,1.0,,0.8667,,13,2,0,16
