Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Val_Loss,Val_Accuracy,Val_F1,Val_AUC,Val_Precision,Val_Recall,Val_Specificity,TN,FP,FN,TP
0.9123,0.9184,0.9278,0.8919,0.9231,0.9667,9,1,0.6463660597801208,0.9122806787490845,,,,,,66,8,7,90
0.9123,0.9271,0.9175,0.9054,0.9223,0.9681,9,2,0.6392316222190857,0.9122806787490845,,,,,,67,7,8,89
0.9123,0.9362,0.9072,0.9189,0.9215,0.9687,9,3,0.6238235235214233,0.9122806787490845,,,,,,68,6,9,88
0.924,0.9375,0.9278,0.9189,0.9326,0.9727,9,4,0.5829581022262573,0.9239766001701355,,,,,,68,6,7,90
0.924,0.9375,0.9278,0.9189,0.9326,0.9713,9,5,0.5754384994506836,0.9239766001701355,,,,,,68,6,7,90
0.9357,0.9479,0.9381,0.9324,0.943,0.9707,9,6,0.5394089221954346,0.9356725215911865,,,,,,69,5,6,91
0.924,0.9468,0.9175,0.9324,0.9319,0.9721,9,7,0.5359845757484436,0.9239766001701355,,,,,,69,5,8,89
0.9123,0.9362,0.9072,0.9189,0.9215,0.9706,9,8,0.5222988724708557,0.9122806787490845,,,,,,68,6,9,88
0.9181,0.9368,0.9175,0.9189,0.9271,0.9685,9,9,0.5216700434684753,0.9181286692619324,,,,,,68,6,8,89
0.9123,0.9362,0.9072,0.9189,0.9215,0.9664,9,10,0.5015715956687927,0.9122806787490845,,,,,,68,6,9,88
0.9298,0.9381,0.9381,0.9189,0.9381,0.9691,9,11,0.47410815954208374,0.9298245906829834,,,,,,68,6,6,91
0.9298,0.9474,0.9278,0.9324,0.9375,0.9759,9,12,0.40806424617767334,0.9298245906829834,,,,,,69,5,7,90
0.924,0.9468,0.9175,0.9324,0.9319,0.9724,9,13,0.42724913358688354,0.9239766001701355,,,,,,69,5,8,89
0.9123,0.9271,0.9175,0.9054,0.9223,0.9712,9,14,0.4028809368610382,0.9122806787490845,,,,,,67,7,8,89
0.924,0.9667,0.8969,0.9595,0.9305,0.9702,9,15,0.40895769000053406,0.9239766001701355,,,,,,71,3,10,87
0.9298,0.9381,0.9381,0.9189,0.9381,0.9719,9,16,0.38440248370170593,0.9298245906829834,,,,,,68,6,6,91
0.9357,0.9479,0.9381,0.9324,0.943,0.9709,9,17,0.3790320158004761,0.9356725215911865,,,,,,69,5,6,91
0.9357,0.9388,0.9485,0.9189,0.9436,0.9751,9,18,0.3535063564777374,0.9356725215911865,,,,,,68,6,5,92
0.924,0.9468,0.9175,0.9324,0.9319,0.9735,9,19,0.372511625289917,0.9239766001701355,,,,,,69,5,8,89
0.924,0.9375,0.9278,0.9189,0.9326,0.9695,9,20,0.38162535429000854,0.9239766001701355,,,,,,68,6,7,90
0.9181,0.9278,0.9278,0.9054,0.9278,0.9687,9,21,0.40981313586235046,0.9181286692619324,,,,,,67,7,7,90
0.9298,0.9381,0.9381,0.9189,0.9381,0.9733,9,22,0.36969777941703796,0.9298245906829834,,,,,,68,6,6,91
0.9357,0.9574,0.9278,0.9459,0.9424,0.9735,9,23,0.35076871514320374,0.9356725215911865,,,,,,70,4,7,90
0.9474,0.9583,0.9485,0.9459,0.9534,0.9762,9,24,0.3468351364135742,0.9473684430122375,,,,,,70,4,5,92
0.9064,0.9175,0.9175,0.8919,0.9175,0.9733,9,25,0.3733346164226532,0.9064327478408813,,,,,,66,8,8,89
0.9357,0.9574,0.9278,0.9459,0.9424,0.9804,9,26,0.2910124957561493,0.9356725215911865,,,,,,70,4,7,90
0.9181,0.9278,0.9278,0.9054,0.9278,0.9741,9,27,0.358150452375412,0.9181286692619324,,,,,,67,7,7,90
0.9298,0.9474,0.9278,0.9324,0.9375,0.9727,9,28,0.3518296480178833,0.9298245906829834,,,,,,69,5,7,90
0.9298,0.957,0.9175,0.9459,0.9368,0.9656,9,29,0.4065971076488495,0.9298245906829834,,,,,,70,4,8,89
0.9298,0.9474,0.9278,0.9324,0.9375,0.9675,9,30,0.43299731612205505,0.9298245906829834,,,,,,69,5,7,90
0.9181,0.9278,0.9278,0.9054,0.9278,0.9682,9,31,0.4280218780040741,0.9181286692619324,,,,,,67,7,7,90
