Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Val_Loss,Val_Accuracy,Val_F1,Val_AUC,Val_Precision,Val_Recall,Val_Specificity,TN,FP,FN,TP
0.9181,0.9091,0.9474,0.8816,0.9278,0.981,6,1,0.5888002514839172,0.9181286692619324,,,,,,67,9,5,90
0.9532,0.9485,0.9684,0.9342,0.9583,0.9902,6,2,0.5214976072311401,0.9532163739204407,,,,,,71,5,3,92
0.9415,0.9381,0.9579,0.9211,0.9479,0.988,6,3,0.506266176700592,0.9415204524993896,,,,,,70,6,4,91
0.9532,0.9485,0.9684,0.9342,0.9583,0.9902,6,4,0.4594338536262512,0.9532163739204407,,,,,,71,5,3,92
0.9357,0.9468,0.9368,0.9342,0.9418,0.9886,6,5,0.4478137791156769,0.9356725215911865,,,,,,71,5,6,89
0.9415,0.9474,0.9474,0.9342,0.9474,0.9914,6,6,0.39393705129623413,0.9415204524993896,,,,,,71,5,5,90
0.9591,0.9681,0.9579,0.9605,0.963,0.9936,6,7,0.35787996649742126,0.9590643048286438,,,,,,73,3,4,91
0.9474,0.9479,0.9579,0.9342,0.9529,0.9904,6,8,0.35347220301628113,0.9473684430122375,,,,,,71,5,4,91
0.9298,0.9278,0.9474,0.9079,0.9375,0.9863,6,9,0.3547123670578003,0.9298245906829834,,,,,,69,7,5,90
0.9474,0.93,0.9789,0.9079,0.9538,0.9914,6,10,0.3029388189315796,0.9473684430122375,,,,,,69,7,2,93
0.9357,0.9468,0.9368,0.9342,0.9418,0.9904,6,11,0.2924003005027771,0.9356725215911865,,,,,,71,5,6,89
0.9357,0.92,0.9684,0.8947,0.9436,0.9914,6,12,0.2688615620136261,0.9356725215911865,,,,,,68,8,3,92
0.9415,0.9381,0.9579,0.9211,0.9479,0.992,6,13,0.24727953970432281,0.9415204524993896,,,,,,70,6,4,91
0.9532,0.9485,0.9684,0.9342,0.9583,0.9914,6,14,0.23400352895259857,0.9532163739204407,,,,,,71,5,3,92
0.9474,0.9388,0.9684,0.9211,0.9534,0.9917,6,15,0.22033242881298065,0.9473684430122375,,,,,,70,6,3,92
0.9474,0.9479,0.9579,0.9342,0.9529,0.9931,6,16,0.1987309753894806,0.9473684430122375,,,,,,71,5,4,91
0.9474,0.9479,0.9579,0.9342,0.9529,0.9913,6,17,0.2029358446598053,0.9473684430122375,,,,,,71,5,4,91
0.9474,0.9388,0.9684,0.9211,0.9534,0.9938,6,18,0.18360693752765656,0.9473684430122375,,,,,,70,6,3,92
0.9474,0.9388,0.9684,0.9211,0.9534,0.9914,6,19,0.19320163130760193,0.9473684430122375,,,,,,70,6,3,92
0.9415,0.9474,0.9474,0.9342,0.9474,0.9893,6,20,0.19916512072086334,0.9415204524993896,,,,,,71,5,5,90
0.9474,0.9479,0.9579,0.9342,0.9529,0.991,6,21,0.17607565224170685,0.9473684430122375,,,,,,71,5,4,91
0.9181,0.9263,0.9263,0.9079,0.9263,0.9806,6,22,0.2632966935634613,0.9181286692619324,,,,,,69,7,7,88
0.9415,0.9474,0.9474,0.9342,0.9474,0.987,6,23,0.20284797251224518,0.9415204524993896,,,,,,71,5,5,90
0.9298,0.9278,0.9474,0.9079,0.9375,0.9904,6,24,0.19325318932533264,0.9298245906829834,,,,,,69,7,5,90
0.9357,0.9375,0.9474,0.9211,0.9424,0.9885,6,25,0.20165181159973145,0.9356725215911865,,,,,,70,6,5,90
0.924,0.9457,0.9158,0.9342,0.9305,0.9817,6,26,0.24069219827651978,0.9239766001701355,,,,,,71,5,8,87
