Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Val_Loss,Val_Accuracy,Val_F1,Val_AUC,Val_Precision,Val_Recall,Val_Specificity,TN,FP,FN,TP
0.9123,0.9082,0.9368,0.8816,0.9223,0.9705,2,1,0.6397361159324646,0.9122806787490845,,,,,,67,9,6,89
0.924,0.91,0.9579,0.8816,0.9333,0.9701,2,2,0.6376102566719055,0.9239766001701355,,,,,,67,9,4,91
0.9064,0.9158,0.9158,0.8947,0.9158,0.9742,2,3,0.5999899506568909,0.9064327478408813,,,,,,68,8,8,87
0.9181,0.9175,0.9368,0.8947,0.9271,0.9751,2,4,0.5725740194320679,0.9181286692619324,,,,,,68,8,6,89
0.9123,0.9255,0.9158,0.9079,0.9206,0.9726,2,5,0.5641014575958252,0.9122806787490845,,,,,,69,7,8,87
0.9123,0.9,0.9474,0.8684,0.9231,0.9802,2,6,0.49143776297569275,0.9122806787490845,,,,,,66,10,5,90
0.9181,0.9175,0.9368,0.8947,0.9271,0.9766,2,7,0.48026159405708313,0.9181286692619324,,,,,,68,8,6,89
0.9006,0.9062,0.9158,0.8816,0.911,0.9712,2,8,0.5067624449729919,0.9005848169326782,,,,,,67,9,8,87
0.924,0.9271,0.9368,0.9079,0.9319,0.9753,2,9,0.4560289978981018,0.9239766001701355,,,,,,69,7,6,89
0.9123,0.9167,0.9263,0.8947,0.9215,0.9755,2,10,0.42743271589279175,0.9122806787490845,,,,,,68,8,7,88
0.924,0.9457,0.9158,0.9342,0.9305,0.9776,2,11,0.4008335769176483,0.9239766001701355,,,,,,71,5,8,87
0.9123,0.9348,0.9053,0.9211,0.9198,0.9748,2,12,0.41177070140838623,0.9122806787490845,,,,,,70,6,9,86
0.9181,0.9175,0.9368,0.8947,0.9271,0.9755,2,13,0.38123831152915955,0.9181286692619324,,,,,,68,8,6,89
0.9123,0.9255,0.9158,0.9079,0.9206,0.9762,2,14,0.3574030101299286,0.9122806787490845,,,,,,69,7,8,87
0.8947,0.9053,0.9053,0.8816,0.9053,0.9726,2,15,0.38677772879600525,0.8947368264198303,,,,,,67,9,9,86
0.9006,0.898,0.9263,0.8684,0.9119,0.9792,2,16,0.3221015930175781,0.9005848169326782,,,,,,66,10,7,88
0.9064,0.9158,0.9158,0.8947,0.9158,0.9799,2,17,0.2938580811023712,0.9064327478408813,,,,,,68,8,8,87
0.9064,0.9158,0.9158,0.8947,0.9158,0.972,2,18,0.37864238023757935,0.9064327478408813,,,,,,68,8,8,87
0.9006,0.9062,0.9158,0.8816,0.911,0.977,2,19,0.32363176345825195,0.9005848169326782,,,,,,67,9,8,87
0.9123,0.9082,0.9368,0.8816,0.9223,0.9758,2,20,0.3266044557094574,0.9122806787490845,,,,,,67,9,6,89
0.924,0.9556,0.9053,0.9474,0.9297,0.9784,2,21,0.3034293055534363,0.9239766001701355,,,,,,72,4,9,86
0.9064,0.9158,0.9158,0.8947,0.9158,0.9785,2,22,0.30988067388534546,0.9064327478408813,,,,,,68,8,8,87
