Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Val_Loss,Val_Accuracy,Val_F1,Val_AUC,Val_Precision,Val_Recall,Val_Specificity,TN,FP,FN,TP
0.8889,0.88,0.9263,0.8421,0.9026,0.9569,3,1,0.6830751895904541,0.8888888955116272,,,,,,64,12,7,88
0.8889,0.88,0.9263,0.8421,0.9026,0.9645,3,2,0.6330701112747192,0.8888888955116272,,,,,,64,12,7,88
0.9123,0.8922,0.9579,0.8553,0.9239,0.9752,3,3,0.5700242519378662,0.9122806787490845,,,,,,65,11,4,91
0.9006,0.9239,0.8947,0.9079,0.9091,0.9708,3,4,0.5733461380004883,0.9005848169326782,,,,,,69,7,10,85
0.9298,0.9192,0.9579,0.8947,0.9381,0.969,3,5,0.5574662685394287,0.9298245906829834,,,,,,68,8,4,91
0.9123,0.9082,0.9368,0.8816,0.9223,0.9722,3,6,0.5135687589645386,0.9122806787490845,,,,,,67,9,6,89
0.9123,0.9255,0.9158,0.9079,0.9206,0.9704,3,7,0.5012436509132385,0.9122806787490845,,,,,,69,7,8,87
0.9181,0.9355,0.9158,0.9211,0.9255,0.9716,3,8,0.4716559946537018,0.9181286692619324,,,,,,70,6,8,87
0.9123,0.9082,0.9368,0.8816,0.9223,0.9693,3,9,0.47505468130111694,0.9122806787490845,,,,,,67,9,6,89
0.9123,0.9,0.9474,0.8684,0.9231,0.9724,3,10,0.43518903851509094,0.9122806787490845,,,,,,66,10,5,90
0.9181,0.9091,0.9474,0.8816,0.9278,0.9708,3,11,0.428955078125,0.9181286692619324,,,,,,67,9,5,90
0.9123,0.9167,0.9263,0.8947,0.9215,0.9686,3,12,0.4150571823120117,0.9122806787490845,,,,,,68,8,7,88
0.9298,0.9368,0.9368,0.9211,0.9368,0.9694,3,13,0.40214526653289795,0.9298245906829834,,,,,,70,6,6,89
0.9298,0.9278,0.9474,0.9079,0.9375,0.9717,3,14,0.38071081042289734,0.9298245906829834,,,,,,69,7,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.9712,3,15,0.3728797435760498,0.9122806787490845,,,,,,66,10,5,90
0.9006,0.9149,0.9053,0.8947,0.9101,0.9709,3,16,0.36599838733673096,0.9005848169326782,,,,,,68,8,9,86
0.9181,0.9175,0.9368,0.8947,0.9271,0.9734,3,17,0.34102964401245117,0.9181286692619324,,,,,,68,8,6,89
0.9415,0.9293,0.9684,0.9079,0.9485,0.9809,3,18,0.2890077531337738,0.9415204524993896,,,,,,69,7,3,92
0.9123,0.8922,0.9579,0.8553,0.9239,0.9727,3,19,0.34106796979904175,0.9122806787490845,,,,,,65,11,4,91
0.9123,0.9444,0.8947,0.9342,0.9189,0.9752,3,20,0.31991174817085266,0.9122806787490845,,,,,,71,5,10,85
0.9181,0.9263,0.9263,0.9079,0.9263,0.9702,3,21,0.35824665427207947,0.9181286692619324,,,,,,69,7,7,88
0.9123,0.9255,0.9158,0.9079,0.9206,0.9713,3,22,0.35144853591918945,0.9122806787490845,,,,,,69,7,8,87
0.9006,0.9062,0.9158,0.8816,0.911,0.9731,3,23,0.3117499351501465,0.9005848169326782,,,,,,67,9,8,87
