filename,y_true,y_pred,y_pred_prob,best_threshold,Precision,Recall,F1-Score,TN,FP,FN,TP
clear.0000.jpg,1,1,0.9999955,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0001.jpg,1,1,0.99999887,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0002.jpg,1,1,0.9999042,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0003.jpg,1,1,0.99993354,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0004.jpg,1,0,4.944562e-07,0.5999937577053339,0.0,0.0,0.0,0,0,1,0
clear.0005.jpg,1,1,1.0,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0006.jpg,1,1,0.9999641,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0007.jpg,1,1,0.9998766,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0008.jpg,1,1,0.9996602,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0009.jpg,1,1,0.88232386,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0010.jpg,1,1,0.9789154,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0011.jpg,1,1,0.99968576,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0012.jpg,1,1,0.9759485,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0013.jpg,1,1,0.998822,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0014.jpg,1,0,0.096457064,0.5999937577053339,0.0,0.0,0.0,0,0,1,0
clear.0015.jpg,1,0,0.08520351,0.5999937577053339,0.0,0.0,0.0,0,0,1,0
clear.0016.jpg,1,1,0.995074,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0017.jpg,1,1,0.95491207,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0018.jpg,1,1,0.9999742,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0019.jpg,1,1,0.48283285,0.3527912372037212,1.0,1.0,1.0,0,0,0,1
clear.0020.jpg,1,1,0.99902326,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0021.jpg,1,1,0.9962767,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0022.jpg,1,1,0.9999989,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0023.jpg,1,1,1.0,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0024.jpg,1,1,0.99998367,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0025.jpg,1,1,0.98591584,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0026.jpg,1,1,0.9993861,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0027.jpg,1,1,0.92677885,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0028.jpg,1,1,0.9997518,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0029.jpg,1,1,1.0,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0030.jpg,1,1,0.9934125,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0031.jpg,1,1,0.9846121,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0032.jpg,1,1,0.999753,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0033.jpg,1,0,0.00070864655,0.5999937577053339,0.0,0.0,0.0,0,0,1,0
clear.0034.jpg,1,1,0.99999267,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0035.jpg,1,1,0.9973287,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0036.jpg,1,1,0.9999789,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0037.jpg,1,1,1.0,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0038.jpg,1,1,1.0,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0039.jpg,1,1,1.0,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
