filename,y_true,y_pred,y_pred_prob,best_threshold,Precision,Recall,F1-Score,TN,FP,FN,TP
clear.0000.jpg,1,1,0.99986655,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0001.jpg,1,1,0.9999959,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0002.jpg,1,1,0.9994551,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0003.jpg,1,1,0.99982363,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0004.jpg,1,0,1.4625845e-05,0.5999937577053339,0.0,0.0,0.0,0,0,1,0
clear.0005.jpg,1,1,0.99999875,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0006.jpg,1,1,0.9989189,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0007.jpg,1,1,0.99508274,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0008.jpg,1,1,0.9993717,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0009.jpg,1,1,0.8758822,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0010.jpg,1,1,0.9465577,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0011.jpg,1,1,0.9999184,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0012.jpg,1,1,0.94004196,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0013.jpg,1,1,0.990687,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0014.jpg,1,0,0.31723964,0.5999937577053339,0.0,0.0,0.0,0,0,1,0
clear.0015.jpg,1,1,0.630821,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0016.jpg,1,1,0.97031176,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0017.jpg,1,1,0.901964,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0018.jpg,1,1,0.99983454,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0019.jpg,1,1,0.85471535,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0020.jpg,1,1,0.9989981,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0021.jpg,1,1,0.99691707,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0022.jpg,1,1,0.99997914,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0023.jpg,1,1,1.0,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0024.jpg,1,1,0.99986756,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0025.jpg,1,1,0.95487016,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0026.jpg,1,1,0.9950475,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0027.jpg,1,1,0.9155461,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0028.jpg,1,1,0.9930172,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
