Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.9064,0.8835,0.9579,0.8421,0.9192,0.9708,2,1,0.9064,0.9064327478408813,0.7068853974342346,0.24681490659713745,0.9192,,0.9708,,0.8835,,0.9579,,0.8421,,64,12,4,91
0.8947,0.9753,0.8316,0.9737,0.8977,0.9802,2,2,0.8947,0.8947368264198303,0.28520891070365906,0.2625044584274292,0.8977,,0.9802,,0.9753,,0.8316,,0.9737,,74,2,16,79
0.9298,0.9462,0.9263,0.9342,0.9362,0.9809,2,3,0.9298,0.9298245906829834,0.21837136149406433,0.18544155359268188,0.9362,,0.9809,,0.9462,,0.9263,,0.9342,,71,5,7,88
0.924,0.9457,0.9158,0.9342,0.9305,0.9798,2,4,0.924,0.9239766001701355,0.1451217085123062,0.18517358601093292,0.9305,,0.9798,,0.9457,,0.9158,,0.9342,,71,5,8,87
0.9181,0.9551,0.8947,0.9474,0.9239,0.982,2,5,0.9181,0.9181286692619324,0.09608317166566849,0.2479042410850525,0.9239,,0.982,,0.9551,,0.8947,,0.9474,,72,4,10,85
0.9298,0.9462,0.9263,0.9342,0.9362,0.9801,2,6,0.9298,0.9298245906829834,0.11112478375434875,0.2126414030790329,0.9362,,0.9801,,0.9462,,0.9263,,0.9342,,71,5,7,88
0.924,0.9362,0.9263,0.9211,0.9312,0.9801,2,7,0.924,0.9239766001701355,0.05034434050321579,0.2568906247615814,0.9312,,0.9801,,0.9362,,0.9263,,0.9211,,70,6,7,88
0.9298,0.9462,0.9263,0.9342,0.9362,0.9828,2,8,0.9298,0.9298245906829834,0.06766858696937561,0.23513104021549225,0.9362,,0.9828,,0.9462,,0.9263,,0.9342,,71,5,7,88
0.9298,0.9462,0.9263,0.9342,0.9362,0.9832,2,9,0.9298,0.9298245906829834,0.09325060993432999,0.21633833646774292,0.9362,,0.9832,,0.9462,,0.9263,,0.9342,,71,5,7,88
0.9298,0.9462,0.9263,0.9342,0.9362,0.9814,2,10,0.9298,0.9298245906829834,0.018301991745829582,0.24865955114364624,0.9362,,0.9814,,0.9462,,0.9263,,0.9342,,71,5,7,88
0.9357,0.9667,0.9158,0.9605,0.9405,0.9803,2,11,0.9357,0.9356725215911865,0.13258059322834015,0.21506455540657043,0.9405,,0.9803,,0.9667,,0.9158,,0.9605,,73,3,8,87
0.9357,0.9565,0.9263,0.9474,0.9412,0.9799,2,12,0.9357,0.9356725215911865,0.013728917576372623,0.24867743253707886,0.9412,,0.9799,,0.9565,,0.9263,,0.9474,,72,4,7,88
0.9357,0.9565,0.9263,0.9474,0.9412,0.9816,2,13,0.9357,0.9356725215911865,0.00923932995647192,0.2647281289100647,0.9412,,0.9816,,0.9565,,0.9263,,0.9474,,72,4,7,88
0.9415,0.957,0.9368,0.9474,0.9468,0.9814,2,14,0.9415,0.9415204524993896,0.009898209013044834,0.2617604732513428,0.9468,,0.9814,,0.957,,0.9368,,0.9474,,72,4,6,89
0.9357,0.9565,0.9263,0.9474,0.9412,0.9813,2,15,0.9357,0.9356725215911865,0.006351924035698175,0.2882629334926605,0.9412,,0.9813,,0.9565,,0.9263,,0.9474,,72,4,7,88
0.9357,0.9565,0.9263,0.9474,0.9412,0.9801,2,16,0.9357,0.9356725215911865,0.005878444295376539,0.30985593795776367,0.9412,,0.9801,,0.9565,,0.9263,,0.9474,,72,4,7,88
