Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.9064,0.899,0.9368,0.8684,0.9175,0.9713,6,1,0.9064,0.9064327478408813,0.7318561673164368,0.2320050746202469,0.9175,,0.9713,,0.899,,0.9368,,0.8684,,66,10,6,89
0.9064,0.9438,0.8842,0.9342,0.913,0.972,6,2,0.9064,0.9064327478408813,0.2793203592300415,0.22894133627414703,0.913,,0.972,,0.9438,,0.8842,,0.9342,,71,5,11,84
0.6667,0.625,1.0,0.25,0.7692,0.9723,6,3,0.6667,0.6666666865348816,0.21674397587776184,0.9366040825843811,0.7692,,0.9723,,0.625,,1.0,,0.25,,19,57,0,95
0.924,0.9184,0.9474,0.8947,0.9326,0.9745,6,4,0.924,0.9239766001701355,0.17025773227214813,0.1911887526512146,0.9326,,0.9745,,0.9184,,0.9474,,0.8947,,68,8,5,90
0.8187,0.754,1.0,0.5921,0.8597,0.9713,6,5,0.8187,0.8187134265899658,0.1155424490571022,0.6125068068504333,0.8597,,0.9713,,0.754,,1.0,,0.5921,,45,31,0,95
0.924,0.9457,0.9158,0.9342,0.9305,0.9691,6,6,0.924,0.9239766001701355,0.10675555467605591,0.2552667260169983,0.9305,,0.9691,,0.9457,,0.9158,,0.9342,,71,5,8,87
0.924,0.9184,0.9474,0.8947,0.9326,0.9719,6,7,0.924,0.9239766001701355,0.10866037011146545,0.22789904475212097,0.9326,,0.9719,,0.9184,,0.9474,,0.8947,,68,8,5,90
0.9298,0.9192,0.9579,0.8947,0.9381,0.9733,6,8,0.9298,0.9298245906829834,0.05641649290919304,0.23057852685451508,0.9381,,0.9733,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.924,0.9184,0.9474,0.8947,0.9326,0.9741,6,9,0.924,0.9239766001701355,0.020512063056230545,0.2577728033065796,0.9326,,0.9741,,0.9184,,0.9474,,0.8947,,68,8,5,90
0.924,0.9184,0.9474,0.8947,0.9326,0.9723,6,10,0.924,0.9239766001701355,0.16039589047431946,0.27187106013298035,0.9326,,0.9723,,0.9184,,0.9474,,0.8947,,68,8,5,90
0.924,0.9184,0.9474,0.8947,0.9326,0.9724,6,11,0.924,0.9239766001701355,0.012307822704315186,0.30965039134025574,0.9326,,0.9724,,0.9184,,0.9474,,0.8947,,68,8,5,90
0.924,0.9271,0.9368,0.9079,0.9319,0.9723,6,12,0.924,0.9239766001701355,0.011338779702782631,0.3285349905490875,0.9319,,0.9723,,0.9271,,0.9368,,0.9079,,69,7,6,89
0.9298,0.9192,0.9579,0.8947,0.9381,0.9702,6,13,0.9298,0.9298245906829834,0.11609064042568207,0.32440128922462463,0.9381,,0.9702,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.969,6,14,0.9298,0.9298245906829834,0.009046057239174843,0.3714897334575653,0.9381,,0.969,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9697,6,15,0.9298,0.9298245906829834,0.005627415608614683,0.4061301648616791,0.9381,,0.9697,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9697,6,16,0.9298,0.9298245906829834,0.005637181922793388,0.42159199714660645,0.9381,,0.9697,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9699,6,17,0.9298,0.9298245906829834,0.005278009921312332,0.431178480386734,0.9381,,0.9699,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9713,6,18,0.9298,0.9298245906829834,0.005219409707933664,0.44240236282348633,0.9381,,0.9713,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9714,6,19,0.9298,0.9298245906829834,0.004859750159084797,0.45055100321769714,0.9381,,0.9714,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9717,6,20,0.9298,0.9298245906829834,0.004779214505106211,0.45642128586769104,0.9381,,0.9717,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9713,6,21,0.9298,0.9298245906829834,0.004770772531628609,0.46687135100364685,0.9381,,0.9713,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9713,6,22,0.9298,0.9298245906829834,0.004548230674117804,0.47544243931770325,0.9381,,0.9713,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.972,6,23,0.9298,0.9298245906829834,0.004570365883409977,0.47602951526641846,0.9381,,0.972,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9717,6,24,0.9298,0.9298245906829834,0.004285633098334074,0.4803437292575836,0.9381,,0.9717,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9722,6,25,0.9298,0.9298245906829834,0.00399363087490201,0.4875548481941223,0.9381,,0.9722,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9722,6,26,0.9298,0.9298245906829834,0.004011642653495073,0.492430716753006,0.9381,,0.9722,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9699,6,27,0.9298,0.9298245906829834,0.003939690068364143,0.49708646535873413,0.9381,,0.9699,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.97,6,28,0.9298,0.9298245906829834,0.004013590048998594,0.5001621246337891,0.9381,,0.97,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.9698,6,29,0.9298,0.9298245906829834,0.0038180530536919832,0.5045375227928162,0.9381,,0.9698,,0.9192,,0.9579,,0.8947,,68,8,4,91
0.9298,0.9192,0.9579,0.8947,0.9381,0.97,6,30,0.9298,0.9298245906829834,0.0038765438366681337,0.5057817697525024,0.9381,,0.97,,0.9192,,0.9579,,0.8947,,68,8,4,91
