Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.7602,0.6985,1.0,0.4605,0.8225,0.9776,8,1,0.7602,0.7602339386940002,0.719123125076294,0.5535591244697571,0.8225,,0.9776,,0.6985,,1.0,,0.4605,,35,41,0,95
0.9415,0.9208,0.9789,0.8947,0.949,0.9785,8,2,0.9415,0.9415204524993896,0.32626304030418396,0.18207472562789917,0.949,,0.9785,,0.9208,,0.9789,,0.8947,,68,8,2,93
0.9474,0.93,0.9789,0.9079,0.9538,0.9812,8,3,0.9474,0.9473684430122375,0.20740430057048798,0.15882815420627594,0.9538,,0.9812,,0.93,,0.9789,,0.9079,,69,7,2,93
0.9064,0.8624,0.9895,0.8026,0.9216,0.9885,8,4,0.9064,0.9064327478408813,0.16369667649269104,0.2763960659503937,0.9216,,0.9885,,0.8624,,0.9895,,0.8026,,61,15,1,94
0.9532,0.9307,0.9895,0.9079,0.9592,0.9832,8,5,0.9532,0.9532163739204407,0.1440695822238922,0.1557168960571289,0.9592,,0.9832,,0.9307,,0.9895,,0.9079,,69,7,1,94
0.9532,0.9307,0.9895,0.9079,0.9592,0.9886,8,6,0.9532,0.9532163739204407,0.09379996359348297,0.15579000115394592,0.9592,,0.9886,,0.9307,,0.9895,,0.9079,,69,7,1,94
0.9474,0.9216,0.9895,0.8947,0.9543,0.9877,8,7,0.9474,0.9473684430122375,0.1228642463684082,0.14710251986980438,0.9543,,0.9877,,0.9216,,0.9895,,0.8947,,68,8,1,94
0.9532,0.9307,0.9895,0.9079,0.9592,0.9916,8,8,0.9532,0.9532163739204407,0.0324101597070694,0.1511496901512146,0.9592,,0.9916,,0.9307,,0.9895,,0.9079,,69,7,1,94
0.9591,0.94,0.9895,0.9211,0.9641,0.9899,8,9,0.9591,0.9590643048286438,0.04742094874382019,0.1605738252401352,0.9641,,0.9899,,0.94,,0.9895,,0.9211,,70,6,1,94
0.9474,0.9216,0.9895,0.8947,0.9543,0.988,8,10,0.9474,0.9473684430122375,0.05776303634047508,0.1878959685564041,0.9543,,0.988,,0.9216,,0.9895,,0.8947,,68,8,1,94
0.9474,0.9216,0.9895,0.8947,0.9543,0.9849,8,11,0.9474,0.9473684430122375,0.015982801094651222,0.22608838975429535,0.9543,,0.9849,,0.9216,,0.9895,,0.8947,,68,8,1,94
0.6374,0.6051,1.0,0.1842,0.754,0.9797,8,12,0.6374,0.6374269127845764,0.06063420698046684,2.5003652572631836,0.754,,0.9797,,0.6051,,1.0,,0.1842,,14,62,0,95
0.9532,0.9307,0.9895,0.9079,0.9592,0.9891,8,13,0.9532,0.9532163739204407,0.13281574845314026,0.18527774512767792,0.9592,,0.9891,,0.9307,,0.9895,,0.9079,,69,7,1,94
0.9474,0.9135,1.0,0.8816,0.9548,0.9892,8,14,0.9474,0.9473684430122375,0.011038857512176037,0.24280503392219543,0.9548,,0.9892,,0.9135,,1.0,,0.8816,,67,9,0,95
0.9415,0.9048,1.0,0.8684,0.95,0.9886,8,15,0.9415,0.9415204524993896,0.010391552932560444,0.27813538908958435,0.95,,0.9886,,0.9048,,1.0,,0.8684,,66,10,0,95
0.9474,0.9135,1.0,0.8816,0.9548,0.9878,8,16,0.9474,0.9473684430122375,0.009028144180774689,0.2928278148174286,0.9548,,0.9878,,0.9135,,1.0,,0.8816,,67,9,0,95
0.9357,0.8962,1.0,0.8553,0.9453,0.9886,8,17,0.9357,0.9356725215911865,0.008813055232167244,0.34877100586891174,0.9453,,0.9886,,0.8962,,1.0,,0.8553,,65,11,0,95
0.9591,0.94,0.9895,0.9211,0.9641,0.9902,8,18,0.9591,0.9590643048286438,0.007332141511142254,0.2373308390378952,0.9641,,0.9902,,0.94,,0.9895,,0.9211,,70,6,1,94
0.9591,0.94,0.9895,0.9211,0.9641,0.9896,8,19,0.9591,0.9590643048286438,0.006138613913208246,0.2562323808670044,0.9641,,0.9896,,0.94,,0.9895,,0.9211,,70,6,1,94
0.9591,0.94,0.9895,0.9211,0.9641,0.9907,8,20,0.9591,0.9590643048286438,0.005866440013051033,0.2344423532485962,0.9641,,0.9907,,0.94,,0.9895,,0.9211,,70,6,1,94
0.9591,0.94,0.9895,0.9211,0.9641,0.9903,8,21,0.9591,0.9590643048286438,0.005543714854866266,0.2473854124546051,0.9641,,0.9903,,0.94,,0.9895,,0.9211,,70,6,1,94
0.9591,0.94,0.9895,0.9211,0.9641,0.9909,8,22,0.9591,0.9590643048286438,0.005698667839169502,0.23775160312652588,0.9641,,0.9909,,0.94,,0.9895,,0.9211,,70,6,1,94
0.9591,0.94,0.9895,0.9211,0.9641,0.9906,8,23,0.9591,0.9590643048286438,0.005357297137379646,0.23042073845863342,0.9641,,0.9906,,0.94,,0.9895,,0.9211,,70,6,1,94
0.9591,0.94,0.9895,0.9211,0.9641,0.9904,8,24,0.9591,0.9590643048286438,0.00554345827549696,0.23595979809761047,0.9641,,0.9904,,0.94,,0.9895,,0.9211,,70,6,1,94
0.9591,0.94,0.9895,0.9211,0.9641,0.9909,8,25,0.9591,0.9590643048286438,0.005285999737679958,0.23147310316562653,0.9641,,0.9909,,0.94,,0.9895,,0.9211,,70,6,1,94
0.9591,0.94,0.9895,0.9211,0.9641,0.9906,8,26,0.9591,0.9590643048286438,0.005165257025510073,0.23025162518024445,0.9641,,0.9906,,0.94,,0.9895,,0.9211,,70,6,1,94
0.9591,0.94,0.9895,0.9211,0.9641,0.9906,8,27,0.9591,0.9590643048286438,0.00531865656375885,0.234613299369812,0.9641,,0.9906,,0.94,,0.9895,,0.9211,,70,6,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9904,8,28,0.9649,0.9649122953414917,0.0049354578368365765,0.22835582494735718,0.9691,,0.9904,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9904,8,29,0.9649,0.9649122953414917,0.004823496099561453,0.23032626509666443,0.9691,,0.9904,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9903,8,30,0.9649,0.9649122953414917,0.004879917483776808,0.23474562168121338,0.9691,,0.9903,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9903,8,31,0.9649,0.9649122953414917,0.0048917680978775024,0.23501895368099213,0.9691,,0.9903,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9903,8,32,0.9649,0.9649122953414917,0.004848201759159565,0.23545138537883759,0.9691,,0.9903,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9903,8,33,0.9649,0.9649122953414917,0.004851482808589935,0.23844033479690552,0.9691,,0.9903,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,34,0.9649,0.9649122953414917,0.0047935741022229195,0.23680950701236725,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,35,0.9649,0.9649122953414917,0.004838286899030209,0.2405744343996048,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,36,0.9649,0.9649122953414917,0.0047128512524068356,0.2444731444120407,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,37,0.9649,0.9649122953414917,0.004700392950326204,0.2424677610397339,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,38,0.9649,0.9649122953414917,0.004743814934045076,0.24149160087108612,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,39,0.9649,0.9649122953414917,0.004810185171663761,0.24135346710681915,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,40,0.9649,0.9649122953414917,0.004702855832874775,0.24234209954738617,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,41,0.9649,0.9649122953414917,0.0048081413842737675,0.24276787042617798,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,42,0.9649,0.9649122953414917,0.004690328147262335,0.2436506450176239,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,43,0.9649,0.9649122953414917,0.004783399868756533,0.24535316228866577,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,44,0.9649,0.9649122953414917,0.004666322376579046,0.24627470970153809,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,45,0.9649,0.9649122953414917,0.004801057279109955,0.2448624223470688,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,46,0.9649,0.9649122953414917,0.004781588912010193,0.24621842801570892,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,47,0.9649,0.9649122953414917,0.004839133936911821,0.2446330487728119,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,48,0.9649,0.9649122953414917,0.004681345075368881,0.24400612711906433,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.9902,8,49,0.9649,0.9649122953414917,0.0046674348413944244,0.24365657567977905,0.9691,,0.9902,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.99,8,50,0.9649,0.9649122953414917,0.0047111306339502335,0.24430285394191742,0.9691,,0.99,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.99,8,51,0.9649,0.9649122953414917,0.004520050715655088,0.24433660507202148,0.9691,,0.99,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.99,8,52,0.9649,0.9649122953414917,0.004755633883178234,0.2444281280040741,0.9691,,0.99,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.99,8,53,0.9649,0.9649122953414917,0.004676766227930784,0.2447248250246048,0.9691,,0.99,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.99,8,54,0.9649,0.9649122953414917,0.004797209519892931,0.24504828453063965,0.9691,,0.99,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.99,8,55,0.9649,0.9649122953414917,0.004606484901160002,0.24552476406097412,0.9691,,0.99,,0.9495,,0.9895,,0.9342,,71,5,1,94
0.9649,0.9495,0.9895,0.9342,0.9691,0.99,8,56,0.9649,0.9649122953414917,0.0046622054651379585,0.24565474689006805,0.9691,,0.99,,0.9495,,0.9895,,0.9342,,71,5,1,94
