Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.8363,0.7724,1.0,0.6316,0.8716,0.96,3,1,0.8363,0.8362573385238647,0.7432953715324402,0.371565580368042,0.8716,,0.96,,0.7724,,1.0,,0.6316,,48,28,0,95
0.9064,0.9341,0.8947,0.9211,0.914,0.9665,3,2,0.9064,0.9064327478408813,0.28903862833976746,0.2497597336769104,0.914,,0.9665,,0.9341,,0.8947,,0.9211,,70,6,10,85
0.9064,0.8692,0.9789,0.8158,0.9208,0.9697,3,3,0.9064,0.9064327478408813,0.22381119430065155,0.23620955646038055,0.9208,,0.9697,,0.8692,,0.9789,,0.8158,,62,14,2,93
0.8538,0.7966,0.9895,0.6842,0.8826,0.9684,3,4,0.8538,0.8538011908531189,0.15076419711112976,0.38837701082229614,0.8826,,0.9684,,0.7966,,0.9895,,0.6842,,52,24,1,94
0.9298,0.9462,0.9263,0.9342,0.9362,0.9738,3,5,0.9298,0.9298245906829834,0.1347862184047699,0.2015122026205063,0.9362,,0.9738,,0.9462,,0.9263,,0.9342,,71,5,7,88
0.9298,0.9368,0.9368,0.9211,0.9368,0.973,3,6,0.9298,0.9298245906829834,0.07868053019046783,0.21205584704875946,0.9368,,0.973,,0.9368,,0.9368,,0.9211,,70,6,6,89
0.9006,0.8545,0.9895,0.7895,0.9171,0.9704,3,7,0.9006,0.9005848169326782,0.05214988812804222,0.3885222375392914,0.9171,,0.9704,,0.8545,,0.9895,,0.7895,,60,16,1,94
0.9298,0.9109,0.9684,0.8816,0.9388,0.9716,3,8,0.9298,0.9298245906829834,0.09660718590021133,0.27151626348495483,0.9388,,0.9716,,0.9109,,0.9684,,0.8816,,67,9,3,92
0.9357,0.92,0.9684,0.8947,0.9436,0.9717,3,9,0.9357,0.9356725215911865,0.06633322685956955,0.29631632566452026,0.9436,,0.9717,,0.92,,0.9684,,0.8947,,68,8,3,92
0.9357,0.92,0.9684,0.8947,0.9436,0.9705,3,10,0.9357,0.9356725215911865,0.01717882975935936,0.31370288133621216,0.9436,,0.9705,,0.92,,0.9684,,0.8947,,68,8,3,92
0.9357,0.92,0.9684,0.8947,0.9436,0.9729,3,11,0.9357,0.9356725215911865,0.21170827746391296,0.2567408084869385,0.9436,,0.9729,,0.92,,0.9684,,0.8947,,68,8,3,92
0.9357,0.92,0.9684,0.8947,0.9436,0.9737,3,12,0.9357,0.9356725215911865,0.012563630007207394,0.2937263548374176,0.9436,,0.9737,,0.92,,0.9684,,0.8947,,68,8,3,92
0.9298,0.9109,0.9684,0.8816,0.9388,0.9733,3,13,0.9298,0.9298245906829834,0.011057151481509209,0.33585530519485474,0.9388,,0.9733,,0.9109,,0.9684,,0.8816,,67,9,3,92
0.9357,0.9286,0.9579,0.9079,0.943,0.9742,3,14,0.9357,0.9356725215911865,0.010036827065050602,0.312447190284729,0.943,,0.9742,,0.9286,,0.9579,,0.9079,,69,7,4,91
0.924,0.8868,0.9895,0.8421,0.9353,0.9738,3,15,0.924,0.9239766001701355,0.18041855096817017,0.2798157036304474,0.9353,,0.9738,,0.8868,,0.9895,,0.8421,,64,12,1,94
0.9357,0.92,0.9684,0.8947,0.9436,0.9748,3,16,0.9357,0.9356725215911865,0.01292995736002922,0.28517550230026245,0.9436,,0.9748,,0.92,,0.9684,,0.8947,,68,8,3,92
0.9357,0.92,0.9684,0.8947,0.9436,0.9737,3,17,0.9357,0.9356725215911865,0.00723874568939209,0.3379007577896118,0.9436,,0.9737,,0.92,,0.9684,,0.8947,,68,8,3,92
0.9357,0.92,0.9684,0.8947,0.9436,0.9734,3,18,0.9357,0.9356725215911865,0.006120844278484583,0.36188527941703796,0.9436,,0.9734,,0.92,,0.9684,,0.8947,,68,8,3,92
0.9357,0.92,0.9684,0.8947,0.9436,0.9726,3,19,0.9357,0.9356725215911865,0.0053441948257386684,0.3892057240009308,0.9436,,0.9726,,0.92,,0.9684,,0.8947,,68,8,3,92
0.9357,0.92,0.9684,0.8947,0.9436,0.9731,3,20,0.9357,0.9356725215911865,0.0055707599967718124,0.3956648111343384,0.9436,,0.9731,,0.92,,0.9684,,0.8947,,68,8,3,92
0.9357,0.92,0.9684,0.8947,0.9436,0.9741,3,21,0.9357,0.9356725215911865,0.005119885317981243,0.3997216522693634,0.9436,,0.9741,,0.92,,0.9684,,0.8947,,68,8,3,92
0.9357,0.92,0.9684,0.8947,0.9436,0.973,3,22,0.9357,0.9356725215911865,0.004849084187299013,0.4123329818248749,0.9436,,0.973,,0.92,,0.9684,,0.8947,,68,8,3,92
