Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.6316,1.0,0.3505,1.0,0.5191,0.9805,9,1,0.6316,0.6315789222717285,0.8253143429756165,0.756598949432373,0.5191,,0.9805,,1.0,,0.3505,,1.0,,74,0,63,34
0.9474,0.9681,0.9381,0.9595,0.9529,0.9852,9,2,0.9474,0.9473684430122375,0.2848346531391144,0.17599624395370483,0.9529,,0.9852,,0.9681,,0.9381,,0.9595,,71,3,6,91
0.9123,0.9881,0.8557,0.9865,0.9171,0.9855,9,3,0.9123,0.9122806787490845,0.19310176372528076,0.21397216618061066,0.9171,,0.9855,,0.9881,,0.8557,,0.9865,,73,1,14,83
0.9357,0.9135,0.9794,0.8784,0.9453,0.9855,9,4,0.9357,0.9356725215911865,0.17650306224822998,0.16276845335960388,0.9453,,0.9855,,0.9135,,0.9794,,0.8784,,65,9,2,95
0.9474,0.94,0.9691,0.9189,0.9543,0.9877,9,5,0.9474,0.9473684430122375,0.1863396018743515,0.14269603788852692,0.9543,,0.9877,,0.94,,0.9691,,0.9189,,68,6,3,94
0.9415,0.9394,0.9588,0.9189,0.949,0.9858,9,6,0.9415,0.9415204524993896,0.10989442467689514,0.14655819535255432,0.949,,0.9858,,0.9394,,0.9588,,0.9189,,68,6,4,93
0.9181,0.8739,1.0,0.8108,0.9327,0.9841,9,7,0.9181,0.9181286692619324,0.04340723529458046,0.3456180989742279,0.9327,,0.9841,,0.8739,,1.0,,0.8108,,60,14,0,97
0.9298,0.967,0.9072,0.9595,0.9362,0.9863,9,8,0.9298,0.9298245906829834,0.08370788395404816,0.1928941160440445,0.9362,,0.9863,,0.967,,0.9072,,0.9595,,71,3,9,88
0.9415,0.9394,0.9588,0.9189,0.949,0.9858,9,9,0.9415,0.9415204524993896,0.047044795006513596,0.16851133108139038,0.949,,0.9858,,0.9394,,0.9588,,0.9189,,68,6,4,93
0.9474,0.949,0.9588,0.9324,0.9538,0.985,9,10,0.9474,0.9473684430122375,0.013920553959906101,0.22116374969482422,0.9538,,0.985,,0.949,,0.9588,,0.9324,,69,5,4,93
0.9474,0.949,0.9588,0.9324,0.9538,0.9854,9,11,0.9474,0.9473684430122375,0.18916983902454376,0.16324637830257416,0.9538,,0.9854,,0.949,,0.9588,,0.9324,,69,5,4,93
0.9474,0.949,0.9588,0.9324,0.9538,0.9854,9,12,0.9474,0.9473684430122375,0.007431244943290949,0.2112433910369873,0.9538,,0.9854,,0.949,,0.9588,,0.9324,,69,5,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9847,9,13,0.9532,0.9532163739204407,0.005227150395512581,0.24121664464473724,0.9588,,0.9847,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.984,9,14,0.9532,0.9532163739204407,0.004746041260659695,0.2637794017791748,0.9588,,0.984,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9836,9,15,0.9532,0.9532163739204407,0.004609645344316959,0.28702250123023987,0.9588,,0.9836,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9829,9,16,0.9532,0.9532163739204407,0.003211052156984806,0.299824595451355,0.9588,,0.9829,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9831,9,17,0.9532,0.9532163739204407,0.0026214367244392633,0.3117647171020508,0.9588,,0.9831,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9833,9,18,0.9532,0.9532163739204407,0.0025882089976221323,0.3207167088985443,0.9588,,0.9833,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9833,9,19,0.9532,0.9532163739204407,0.0027329802978783846,0.32391679286956787,0.9588,,0.9833,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9829,9,20,0.9532,0.9532163739204407,0.0024524459149688482,0.33022019267082214,0.9588,,0.9829,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9831,9,21,0.9532,0.9532163739204407,0.0024296422488987446,0.33773231506347656,0.9588,,0.9831,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9835,9,22,0.9532,0.9532163739204407,0.002368721878156066,0.344852477312088,0.9588,,0.9835,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9812,9,23,0.9532,0.9532163739204407,0.0023206479381769896,0.34879347681999207,0.9588,,0.9812,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9811,9,24,0.9532,0.9532163739204407,0.002345951972529292,0.35144516825675964,0.9588,,0.9811,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.981,9,25,0.9532,0.9532163739204407,0.002263010246679187,0.35346007347106934,0.9588,,0.981,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9808,9,26,0.9532,0.9532163739204407,0.0020441380329430103,0.35674920678138733,0.9588,,0.9808,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9808,9,27,0.9532,0.9532163739204407,0.0019866388756781816,0.3590382933616638,0.9588,,0.9808,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9809,9,28,0.9532,0.9532163739204407,0.0020614746026694775,0.36150217056274414,0.9588,,0.9809,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.981,9,29,0.9532,0.9532163739204407,0.002003517234697938,0.3630780577659607,0.9588,,0.981,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9808,9,30,0.9532,0.9532163739204407,0.001948417047969997,0.36478596925735474,0.9588,,0.9808,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9809,9,31,0.9532,0.9532163739204407,0.0019620319362729788,0.36684519052505493,0.9588,,0.9809,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9809,9,32,0.9532,0.9532163739204407,0.0018834940856322646,0.3699927031993866,0.9588,,0.9809,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9809,9,33,0.9532,0.9532163739204407,0.0019033445278182626,0.37124887108802795,0.9588,,0.9809,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.981,9,34,0.9532,0.9532163739204407,0.0019454947905614972,0.37392404675483704,0.9588,,0.981,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9809,9,35,0.9532,0.9532163739204407,0.0019347851630300283,0.3762323558330536,0.9588,,0.9809,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9811,9,36,0.9532,0.9532163739204407,0.0018524999031797051,0.3768756687641144,0.9588,,0.9811,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9811,9,37,0.9532,0.9532163739204407,0.00192554434761405,0.37844330072402954,0.9588,,0.9811,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9811,9,38,0.9532,0.9532163739204407,0.0018771501490846276,0.37917208671569824,0.9588,,0.9811,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9809,9,39,0.9532,0.9532163739204407,0.0018934195395559072,0.38023456931114197,0.9588,,0.9809,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.9809,9,40,0.9532,0.9532163739204407,0.001956906169652939,0.3810771107673645,0.9588,,0.9809,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.981,9,41,0.9532,0.9532163739204407,0.0018304461846128106,0.38218215107917786,0.9588,,0.981,,0.9588,,0.9588,,0.9459,,70,4,4,93
0.9532,0.9588,0.9588,0.9459,0.9588,0.981,9,42,0.9532,0.9532163739204407,0.002048872411251068,0.38241443037986755,0.9588,,0.981,,0.9588,,0.9588,,0.9459,,70,4,4,93
