Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.8655,0.9286,0.8211,0.9211,0.8715,0.9575,5,1,0.8655,0.8654970526695251,0.9137492775917053,0.31111541390419006,0.8715,,0.9575,,0.9286,,0.8211,,0.9211,,70,6,17,78
0.807,0.9429,0.6947,0.9474,0.8,0.9597,5,2,0.807,0.8070175647735596,0.2652324140071869,0.389492005109787,0.8,,0.9597,,0.9429,,0.6947,,0.9474,,72,4,29,66
0.8772,0.9405,0.8316,0.9342,0.8827,0.967,5,3,0.8772,0.8771929740905762,0.19687342643737793,0.2694515585899353,0.8827,,0.967,,0.9405,,0.8316,,0.9342,,71,5,16,79
0.9064,0.9341,0.8947,0.9211,0.914,0.9676,5,4,0.9064,0.9064327478408813,0.14147543907165527,0.24357789754867554,0.914,,0.9676,,0.9341,,0.8947,,0.9211,,70,6,10,85
0.9181,0.8857,0.9789,0.8421,0.93,0.9694,5,5,0.9181,0.9181286692619324,0.13732469081878662,0.2939792573451996,0.93,,0.9694,,0.8857,,0.9789,,0.8421,,64,12,2,93
0.9357,0.92,0.9684,0.8947,0.9436,0.968,5,6,0.9357,0.9356725215911865,0.08479049801826477,0.2538370192050934,0.9436,,0.968,,0.92,,0.9684,,0.8947,,68,8,3,92
0.9123,0.8774,0.9789,0.8289,0.9254,0.9742,5,7,0.9123,0.9122806787490845,0.08266738802194595,0.27970314025878906,0.9254,,0.9742,,0.8774,,0.9789,,0.8289,,63,13,2,93
0.731,0.9804,0.5263,0.9868,0.6849,0.9724,5,8,0.731,0.7309941649436951,0.03514803946018219,1.1922143697738647,0.6849,,0.9724,,0.9804,,0.5263,,0.9868,,75,1,45,50
0.924,0.8942,0.9789,0.8553,0.9347,0.9695,5,9,0.924,0.9239766001701355,0.04995371028780937,0.35323819518089294,0.9347,,0.9695,,0.8942,,0.9789,,0.8553,,65,11,2,93
0.924,0.8942,0.9789,0.8553,0.9347,0.9683,5,10,0.924,0.9239766001701355,0.013315849006175995,0.3722444474697113,0.9347,,0.9683,,0.8942,,0.9789,,0.8553,,65,11,2,93
0.924,0.8942,0.9789,0.8553,0.9347,0.968,5,11,0.924,0.9239766001701355,0.009548704139888287,0.4097837507724762,0.9347,,0.968,,0.8942,,0.9789,,0.8553,,65,11,2,93
0.924,0.8942,0.9789,0.8553,0.9347,0.9658,5,12,0.924,0.9239766001701355,0.18585334718227386,0.351723313331604,0.9347,,0.9658,,0.8942,,0.9789,,0.8553,,65,11,2,93
0.924,0.8942,0.9789,0.8553,0.9347,0.9652,5,13,0.924,0.9239766001701355,0.006474119611084461,0.3969384729862213,0.9347,,0.9652,,0.8942,,0.9789,,0.8553,,65,11,2,93
0.924,0.8942,0.9789,0.8553,0.9347,0.9663,5,14,0.924,0.9239766001701355,0.005509836133569479,0.4482482969760895,0.9347,,0.9663,,0.8942,,0.9789,,0.8553,,65,11,2,93
0.924,0.8942,0.9789,0.8553,0.9347,0.9633,5,15,0.924,0.9239766001701355,0.004233566112816334,0.4807225167751312,0.9347,,0.9633,,0.8942,,0.9789,,0.8553,,65,11,2,93
0.9298,0.9109,0.9684,0.8816,0.9388,0.9644,5,16,0.9298,0.9298245906829834,0.0029683317989110947,0.45544201135635376,0.9388,,0.9644,,0.9109,,0.9684,,0.8816,,67,9,3,92
0.9357,0.92,0.9684,0.8947,0.9436,0.9641,5,17,0.9357,0.9356725215911865,0.0027595083229243755,0.467711478471756,0.9436,,0.9641,,0.92,,0.9684,,0.8947,,68,8,3,92
