filename,y_true,y_pred,y_pred_prob,best_threshold,Precision,Recall,F1-Score,TN,FP,FN,TP
clear.0000.jpg,1,1,0.90956503,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0001.jpg,1,1,0.99963707,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0002.jpg,1,1,0.9994664,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0003.jpg,1,1,0.99915975,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0004.jpg,1,0,1.6317386e-05,0.5999937577053339,0.0,0.0,0.0,0,0,1,0
clear.0005.jpg,1,1,0.99991554,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0006.jpg,1,1,0.9998752,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0007.jpg,1,1,0.9976201,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0008.jpg,1,1,0.99998873,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0009.jpg,1,1,0.7319733,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0010.jpg,1,1,0.9966562,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0011.jpg,1,1,0.99847364,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0012.jpg,1,1,0.97692144,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0013.jpg,1,1,0.9999946,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0014.jpg,1,1,0.9940138,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0015.jpg,1,1,0.52602863,0.44721983779462393,1.0,1.0,1.0,0,0,0,1
clear.0016.jpg,1,1,0.91187453,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0017.jpg,1,1,0.99963814,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0018.jpg,1,1,0.99998933,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0019.jpg,1,1,0.9995917,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0020.jpg,1,1,0.9999951,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0021.jpg,1,1,0.9999762,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0022.jpg,1,1,0.99999666,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0023.jpg,1,1,0.99996835,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0024.jpg,1,1,0.9999241,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0025.jpg,1,1,0.73667634,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0026.jpg,1,1,0.99995846,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0027.jpg,1,1,0.9956363,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
