filename,y_true,y_pred,y_pred_prob,best_threshold,Precision,Recall,F1-Score,TN,FP,FN,TP
clear.0000.jpg,1,1,0.632057,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0001.jpg,1,1,0.99615985,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0002.jpg,1,1,0.9999861,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0003.jpg,1,1,0.999843,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0004.jpg,1,0,2.5735712e-06,0.5999937577053339,0.0,0.0,0.0,0,0,1,0
clear.0005.jpg,1,1,0.9999803,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0006.jpg,1,1,0.9999114,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0007.jpg,1,1,0.9753547,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0008.jpg,1,1,0.9995518,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0009.jpg,1,1,0.58659494,0.5777150062943295,1.0,1.0,1.0,0,0,0,1
clear.0010.jpg,1,1,0.9983483,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0011.jpg,1,1,0.96364766,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0012.jpg,1,1,0.6846616,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0013.jpg,1,1,0.9999997,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0014.jpg,1,1,0.982896,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0015.jpg,1,1,0.44278803,0.29443202456920203,1.0,1.0,1.0,0,0,0,1
clear.0016.jpg,1,0,0.33147898,0.5999937577053339,0.0,0.0,0.0,0,0,1,0
clear.0017.jpg,1,1,0.99981636,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0018.jpg,1,1,0.9999595,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0019.jpg,1,1,0.9999988,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0020.jpg,1,1,0.9999615,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0021.jpg,1,1,1.0,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0022.jpg,1,1,0.9999997,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0023.jpg,1,1,0.9999812,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0024.jpg,1,1,0.9999981,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0025.jpg,1,1,0.6024194,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0026.jpg,1,1,0.99999046,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0027.jpg,1,1,0.99632597,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0028.jpg,1,1,0.99464875,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0029.jpg,1,1,0.9999969,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0030.jpg,1,1,0.99997526,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0031.jpg,1,0,0.0013256449,0.5999937577053339,0.0,0.0,0.0,0,0,1,0
clear.0032.jpg,1,1,0.8099856,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0033.jpg,1,0,0.017370975,0.5999937577053339,0.0,0.0,0.0,0,0,1,0
clear.0034.jpg,1,1,0.9999992,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0035.jpg,1,1,0.91062903,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0036.jpg,1,1,0.99999964,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0037.jpg,1,1,0.99999756,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0038.jpg,1,1,0.99963754,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0039.jpg,1,1,0.9998062,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0040.jpg,1,1,0.9999989,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0041.jpg,1,1,0.9998131,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0042.jpg,1,1,0.9935177,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0043.jpg,1,1,0.90557116,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
clear.0044.jpg,1,1,0.9999548,0.5999937577053339,1.0,1.0,1.0,0,0,0,1
